source,target,tgt_lng,src_lng,name_code_id,kind,ship_type,ship_id,en,ja,zh_TW,wiki_note
오토 폰 알벤슬레벤,奥莉薇娅·冯·阿诺德,zh-CN,ko,510,ship,驱逐,401991,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,
奥托,奥莉薇娅,zh-CN,zh-CN,511,ship,,,,,,
阿尔文斯莱本,阿诺德,zh-CN,zh-CN,512,ship,,,,,,
阿尔文斯,阿诺德,zh-CN,zh-CN,513,ship,,,,,,
俾斯麦Zwei,奥德莉亚Zwei,zh-CN,zh-CN,514,ship,战列,405051,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,
Bismarck Zwei,奥德莉亚Zwei,zh-CN,en,514,ship,战列,405051,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,
ビスマルクZwei,奥德莉亚Zwei,zh-CN,ja,514,ship,战列,405051,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,
俾斯麥Zwei,奥德莉亚Zwei,zh-CN,zh-TW,514,ship,战列,405051,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,
비스마르크 Zwei,奥德莉亚Zwei,zh-CN,ko,514,ship,战列,405051,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,
U-556·META,优可可洛·META,zh-CN,zh-CN,515,ship,潜艇,9708011,U-556 META,U-556(META),U-556·META,
U-556 META,优可可洛·META,zh-CN,en,515,ship,潜艇,9708011,U-556 META,U-556(META),U-556·META,
U-556(META),优可可洛·META,zh-CN,ja,515,ship,潜艇,9708011,U-556 META,U-556(META),U-556·META,
雷根斯堡,瑞吉娜,zh-CN,zh-CN,516,ship,轻巡,402101,Regensburg,レーゲンスブルク,雷根斯堡,wiki: 瑞吉那
Regensburg,瑞吉娜,zh-CN,en,516,ship,轻巡,402101,Regensburg,レーゲンスブルク,雷根斯堡,wiki: 瑞吉那
レーゲンスブルク,瑞吉娜,zh-CN,ja,516,ship,轻巡,402101,Regensburg,レーゲンスブルク,雷根斯堡,wiki: 瑞吉那
레겐스부르크,瑞吉娜,zh-CN,ko,516,ship,轻巡,402101,Regensburg,レーゲンスブルク,雷根斯堡,wiki: 瑞吉那
U-556.META？,优可可洛·META？,zh-CN,zh-CN,517,ship,,,,,,
菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,zh-CN,zh-CN,518,ship,驱逐,499081,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,
Felix Schultz,弗郎西斯卡·舒伯特,zh-CN,en,518,ship,驱逐,499081,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,
フィリックス・シュルツ,弗郎西斯卡·舒伯特,zh-CN,ja,518,ship,驱逐,499081,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,
菲利克斯·舒爾茨,弗郎西斯卡·舒伯特,zh-CN,zh-TW,518,ship,驱逐,499081,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,
펠릭스 슐츠,弗郎西斯卡·舒伯特,zh-CN,ko,518,ship,驱逐,499081,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,
菲利克斯,弗郎西斯卡,zh-CN,zh-CN,519,ship,,,,,,
舒尔茨,舒伯特,zh-CN,zh-CN,520,ship,,,,,,
兴登堡,希尔德加德,zh-CN,zh-CN,521,ship,重巡,499091,Hindenburg,ヒンデンブルク,興登堡,
Hindenburg,希尔德加德,zh-CN,en,521,ship,重巡,499091,Hindenburg,ヒンデンブルク,興登堡,
ヒンデンブルク,希尔德加德,zh-CN,ja,521,ship,重巡,499091,Hindenburg,ヒンデンブルク,興登堡,
興登堡,希尔德加德,zh-CN,zh-TW,521,ship,重巡,499091,Hindenburg,ヒンデンブルク,興登堡,
힌덴부르크,希尔德加德,zh-CN,ko,521,ship,重巡,499091,Hindenburg,ヒンデンブルク,興登堡,
旗风·META,樋·META,zh-CN,zh-CN,522,ship,驱逐,9701031,Hatakaze META,旗風(META),{namecode:522},
Hatakaze META,樋·META,zh-CN,en,522,ship,驱逐,9701031,Hatakaze META,旗風(META),{namecode:522},
旗風(META),樋·META,zh-CN,ja,522,ship,驱逐,9701031,Hatakaze META,旗風(META),{namecode:522},
{namecode:522},樋·META,zh-CN,zh-TW,522,ship,驱逐,9701031,Hatakaze META,旗風(META),{namecode:522},
하타카제·META,樋·META,zh-CN,ko,522,ship,驱逐,9701031,Hatakaze META,旗風(META),{namecode:522},
让·巴尔,简·布罗伊,zh-CN,zh-CN,523,ship,战列,905011,Jean Bart,ジャン・バール,讓·巴爾,
Jean Bart,简·布罗伊,zh-CN,en,523,ship,战列,905011,Jean Bart,ジャン・バール,讓·巴爾,
ジャン・バール,简·布罗伊,zh-CN,ja,523,ship,战列,905011,Jean Bart,ジャン・バール,讓·巴爾,
讓·巴爾,简·布罗伊,zh-CN,zh-TW,523,ship,战列,905011,Jean Bart,ジャン・バール,讓·巴爾,
장 바르,简·布罗伊,zh-CN,ko,523,ship,战列,905011,Jean Bart,ジャン・バール,讓·巴爾,
圣地亚哥,圣戴安娜,zh-CN,zh-CN,524,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
San Diego,圣戴安娜,zh-CN,en,524,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
サンディエゴ,圣戴安娜,zh-CN,ja,524,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
聖地牙哥,圣戴安娜,zh-CN,zh-TW,524,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
샌디에이고,圣戴安娜,zh-CN,ko,524,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
英格拉罕,格拉哈姆,zh-CN,zh-CN,525,ship,驱逐,101481,Ingraham,イングラハム,英格拉罕,
Ingraham,格拉哈姆,zh-CN,en,525,ship,驱逐,101481,Ingraham,イングラハム,英格拉罕,
イングラハム,格拉哈姆,zh-CN,ja,525,ship,驱逐,101481,Ingraham,イングラハム,英格拉罕,
잉그레이엄,格拉哈姆,zh-CN,ko,525,ship,驱逐,101481,Ingraham,イングラハム,英格拉罕,
扎拉,扎达尔,zh-CN,zh-CN,526,ship,重巡,603021,Zara,ザラ,扎拉,
Zara,扎达尔,zh-CN,en,526,ship,重巡,603021,Zara,ザラ,扎拉,
ザラ,扎达尔,zh-CN,ja,526,ship,重巡,603021,Zara,ザラ,扎拉,
차라,扎达尔,zh-CN,ko,526,ship,重巡,603021,Zara,ザラ,扎拉,
小圣地亚哥,小圣戴安娜,zh-CN,zh-CN,527,ship,轻巡,102211,Li'l Sandy,リトル・サンディエゴ,小聖地牙哥,
Li'l Sandy,小圣戴安娜,zh-CN,en,527,ship,轻巡,102211,Li'l Sandy,リトル・サンディエゴ,小聖地牙哥,
リトル・サンディエゴ,小圣戴安娜,zh-CN,ja,527,ship,轻巡,102211,Li'l Sandy,リトル・サンディエゴ,小聖地牙哥,
小聖地牙哥,小圣戴安娜,zh-CN,zh-TW,527,ship,轻巡,102211,Li'l Sandy,リトル・サンディエゴ,小聖地牙哥,
꼬마 샌디에이고,小圣戴安娜,zh-CN,ko,527,ship,轻巡,102211,Li'l Sandy,リトル・サンディエゴ,小聖地牙哥,
圣地亚哥.改,圣戴安娜.改,zh-CN,zh-CN,528,ship,轻巡,102081,San Diego,サンディエゴ,聖地牙哥,
苏维埃同盟,苏维埃萨尤斯,zh-CN,zh-CN,529,ship,战列,705021,Sovetsky Soyuz,ソビエツキー・ソユーズ,蘇維埃聯盟,
Sovetsky Soyuz,苏维埃萨尤斯,zh-CN,en,529,ship,战列,705021,Sovetsky Soyuz,ソビエツキー・ソユーズ,蘇維埃聯盟,
ソビエツキー・ソユーズ,苏维埃萨尤斯,zh-CN,ja,529,ship,战列,705021,Sovetsky Soyuz,ソビエツキー・ソユーズ,蘇維埃聯盟,
蘇維埃聯盟,苏维埃萨尤斯,zh-CN,zh-TW,529,ship,战列,705021,Sovetsky Soyuz,ソビエツキー・ソユーズ,蘇維埃聯盟,
소비에츠키 소유즈,苏维埃萨尤斯,zh-CN,ko,529,ship,战列,705021,Sovetsky Soyuz,ソビエツキー・ソユーズ,蘇維埃聯盟,
同盟,萨尤斯,zh-CN,zh-CN,530,ship,,,,,,
腓特烈·卡尔,腓德雷卡·卡尔,zh-CN,zh-CN,531,ship,重巡,403141,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,
Friedrich Carl,腓德雷卡·卡尔,zh-CN,en,531,ship,重巡,403141,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,
フリードリヒ・カール,腓德雷卡·卡尔,zh-CN,ja,531,ship,重巡,403141,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,
腓特烈·卡爾,腓德雷卡·卡尔,zh-CN,zh-TW,531,ship,重巡,403141,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,
프리드리히 카를,腓德雷卡·卡尔,zh-CN,ko,531,ship,重巡,403141,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,
欧根亲王(μ兵装),萨沃伊亲王(μ兵装),zh-CN,zh-CN,532,ship,重巡,403151,Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),
Prinz Eugen μ,萨沃伊亲王(μ兵装),zh-CN,en,532,ship,重巡,403151,Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),
プリンツ・オイゲン(μ兵装),萨沃伊亲王(μ兵装),zh-CN,ja,532,ship,重巡,403151,Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),
歐根親王(μ兵裝),萨沃伊亲王(μ兵装),zh-CN,zh-TW,532,ship,重巡,403151,Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),
프린츠 오이겐(μ장비),萨沃伊亲王(μ兵装),zh-CN,ko,532,ship,重巡,403151,Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),
博伊西(μ兵装),树城(μ兵装),zh-CN,zh-CN,533,ship,轻巡,102321,Boise μ,ボイシ(μ兵装),波夕(μ兵裝),
Boise μ,树城(μ兵装),zh-CN,en,533,ship,轻巡,102321,Boise μ,ボイシ(μ兵装),波夕(μ兵裝),
ボイシ(μ兵装),树城(μ兵装),zh-CN,ja,533,ship,轻巡,102321,Boise μ,ボイシ(μ兵装),波夕(μ兵裝),
波夕(μ兵裝),树城(μ兵装),zh-CN,zh-TW,533,ship,轻巡,102321,Boise μ,ボイシ(μ兵装),波夕(μ兵裝),
보이시(μ장비),树城(μ兵装),zh-CN,ko,533,ship,轻巡,102321,Boise μ,ボイシ(μ兵装),波夕(μ兵裝),
小信浓,小鵗,zh-CN,zh-CN,534,ship,正航,307141,Shinano-chan,信濃ちゃん,小信濃,
Shinano-chan,小鵗,zh-CN,en,534,ship,正航,307141,Shinano-chan,信濃ちゃん,小信濃,
信濃ちゃん,小鵗,zh-CN,ja,534,ship,正航,307141,Shinano-chan,信濃ちゃん,小信濃,
小信濃,小鵗,zh-CN,zh-TW,534,ship,正航,307141,Shinano-chan,信濃ちゃん,小信濃,
꼬마 시나노,小鵗,zh-CN,ko,534,ship,正航,307141,Shinano-chan,信濃ちゃん,小信濃,
小腓特烈,小腓德雷卡,zh-CN,zh-CN,535,ship,战列,405061,Little Friedrich,フリードリヒちゃん,小腓特烈,
Little Friedrich,小腓德雷卡,zh-CN,en,535,ship,战列,405061,Little Friedrich,フリードリヒちゃん,小腓特烈,
フリードリヒちゃん,小腓德雷卡,zh-CN,ja,535,ship,战列,405061,Little Friedrich,フリードリヒちゃん,小腓特烈,
꼬마 프리드리히,小腓德雷卡,zh-CN,ko,535,ship,战列,405061,Little Friedrich,フリードリヒちゃん,小腓特烈,
U-31,优咪伊,zh-CN,zh-CN,536,ship,潜艇,408131,U-31,U-31,U-31,
Z43,希咪,zh-CN,zh-CN,537,ship,驱逐,401431,Z43,Z43,Z43,
Z9,沃尔普加,zh-CN,zh-CN,538,ship,驱逐,401091,Z9,Z9,Z9,wiki: 沃尔特劳
Z11,伯莎,zh-CN,zh-CN,539,ship,驱逐,401111,Z11,Z11,Z11,wiki: 贝尔纳黛特
Z52,柯妮,zh-CN,zh-CN,540,ship,驱逐,401521,Z52,Z52,Z52,
杜伊斯堡,多琳妮娅,zh-CN,zh-CN,541,ship,轻巡,402111,Duisburg,デュイスブルク,杜伊斯堡,
Duisburg,多琳妮娅,zh-CN,en,541,ship,轻巡,402111,Duisburg,デュイスブルク,杜伊斯堡,
デュイスブルク,多琳妮娅,zh-CN,ja,541,ship,轻巡,402111,Duisburg,デュイスブルク,杜伊斯堡,
뒤스부르크,多琳妮娅,zh-CN,ko,541,ship,轻巡,402111,Duisburg,デュイスブルク,杜伊斯堡,
弗里茨·鲁梅,菲莉西娅·鲁梅,zh-CN,zh-CN,542,ship,正航,407041,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,
Fritz Rumey,菲莉西娅·鲁梅,zh-CN,en,542,ship,正航,407041,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,
フリッツ・ルメイ,菲莉西娅·鲁梅,zh-CN,ja,542,ship,正航,407041,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,
弗里茨·魯梅,菲莉西娅·鲁梅,zh-CN,zh-TW,542,ship,正航,407041,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,
프리츠 루메이,菲莉西娅·鲁梅,zh-CN,ko,542,ship,正航,407041,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,
希佩尔海军上将·META,芙兰希卡·META,zh-CN,zh-CN,543,ship,重巡,9703051,Admiral Hipper META,アドミラル・ヒッパー(META),希佩爾將軍·META,
Admiral Hipper META,芙兰希卡·META,zh-CN,en,543,ship,重巡,9703051,Admiral Hipper META,アドミラル・ヒッパー(META),希佩爾將軍·META,
アドミラル・ヒッパー(META),芙兰希卡·META,zh-CN,ja,543,ship,重巡,9703051,Admiral Hipper META,アドミラル・ヒッパー(META),希佩爾將軍·META,
希佩爾將軍·META,芙兰希卡·META,zh-CN,zh-TW,543,ship,重巡,9703051,Admiral Hipper META,アドミラル・ヒッパー(META),希佩爾將軍·META,
아드미랄 히퍼·META,芙兰希卡·META,zh-CN,ko,543,ship,重巡,9703051,Admiral Hipper META,アドミラル・ヒッパー(META),希佩爾將軍·META,
小埃吉尔,小埃格妮丝,zh-CN,zh-CN,544,ship,超巡,403161,Little Ägir,エーギルちゃん,小埃吉爾,
Little Ägir,小埃格妮丝,zh-CN,en,544,ship,超巡,403161,Little Ägir,エーギルちゃん,小埃吉爾,
エーギルちゃん,小埃格妮丝,zh-CN,ja,544,ship,超巡,403161,Little Ägir,エーギルちゃん,小埃吉爾,
小埃吉爾,小埃格妮丝,zh-CN,zh-TW,544,ship,超巡,403161,Little Ägir,エーギルちゃん,小埃吉爾,
꼬마 에기르,小埃格妮丝,zh-CN,ko,544,ship,超巡,403161,Little Ägir,エーギルちゃん,小埃吉爾,
U-552,优可可妮,zh-CN,zh-CN,545,ship,潜艇,408141,U-552,U-552,U-552,
曾克海军上将,泽特,zh-CN,zh-CN,546,ship,战巡,404071,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,
Admiral Zenker,泽特,zh-CN,en,546,ship,战巡,404071,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,
アドミラル・ツェンカー,泽特,zh-CN,ja,546,ship,战巡,404071,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,
曾克爾將軍,泽特,zh-CN,zh-TW,546,ship,战巡,404071,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,
아드미랄 젠커,泽特,zh-CN,ko,546,ship,战巡,404071,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,
曾克,泽特,zh-CN,zh-CN,547,ship,,,,,,
U552,优可可妮,zh-CN,zh-CN,548,ship,,,,,,
U37,优米娜,zh-CN,zh-CN,549,ship,,,,,,
梅克伦堡,梅克琳达,zh-CN,zh-CN,550,ship,战列,499101,Mecklenburg,メークレンブルク,梅克倫堡,
Mecklenburg,梅克琳达,zh-CN,en,550,ship,战列,499101,Mecklenburg,メークレンブルク,梅克倫堡,
メークレンブルク,梅克琳达,zh-CN,ja,550,ship,战列,499101,Mecklenburg,メークレンブルク,梅克倫堡,
梅克倫堡,梅克琳达,zh-CN,zh-TW,550,ship,战列,499101,Mecklenburg,メークレンブルク,梅克倫堡,
메클렌부르크,梅克琳达,zh-CN,ko,550,ship,战列,499101,Mecklenburg,メークレンブルク,梅克倫堡,
博伊西·META,树城·META,zh-CN,zh-CN,551,ship,轻巡,9702081,Boise META,ボイシ(META),波夕·META,
Boise META,树城·META,zh-CN,en,551,ship,轻巡,9702081,Boise META,ボイシ(META),波夕·META,
ボイシ(META),树城·META,zh-CN,ja,551,ship,轻巡,9702081,Boise META,ボイシ(META),波夕·META,
波夕·META,树城·META,zh-CN,zh-TW,551,ship,轻巡,9702081,Boise META,ボイシ(META),波夕·META,
보이시·META,树城·META,zh-CN,ko,551,ship,轻巡,9702081,Boise META,ボイシ(META),波夕·META,
雷根斯堡·META,瑞吉娜·META,zh-CN,zh-CN,552,ship,轻巡,9702111,Regensburg META,レーゲンスブルク(META),,
Regensburg META,瑞吉娜·META,zh-CN,en,552,ship,轻巡,9702111,Regensburg META,レーゲンスブルク(META),,
レーゲンスブルク(META),瑞吉娜·META,zh-CN,ja,552,ship,轻巡,9702111,Regensburg META,レーゲンスブルク(META),,
레겐스부르크·META,瑞吉娜·META,zh-CN,ko,552,ship,轻巡,9702111,Regensburg META,レーゲンスブルク(META),,
科隆·META,克劳迪亚·META,zh-CN,zh-CN,553,ship,轻巡,9702101,Köln META,ケルン(META),,
Köln META,克劳迪亚·META,zh-CN,en,553,ship,轻巡,9702101,Köln META,ケルン(META),,
ケルン(META),克劳迪亚·META,zh-CN,ja,553,ship,轻巡,9702101,Köln META,ケルン(META),,
쾰른·META,克劳迪亚·META,zh-CN,ko,553,ship,轻巡,9702101,Köln META,ケルン(META),,
零战五二型,泽克战斗机,zh-CN,zh-CN,10000,equipment,,,,,,
天山,吉鲁鱼雷机,zh-CN,zh-CN,10001,equipment,,,,,,
F6F地狱猫,赫尔卡特战斗机,zh-CN,zh-CN,10002,equipment,,,,,,
SB2C地狱俯冲者,赫尔代瓦轰炸机,zh-CN,zh-CN,10003,equipment,,,,,,
瑞云,保罗水上侦察机,zh-CN,zh-CN,10004,equipment,,,,,,
海毒牙,希方各战斗机,zh-CN,zh-CN,10005,equipment,,,,,,
F6F地狱猫（HVAR搭载型）,赫尔卡特战斗机（HVAR搭载型）,zh-CN,zh-CN,10006,equipment,,,,,,
天山改,吉鲁改鱼雷机,zh-CN,zh-CN,10007,equipment,,,,,,
