source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant,zh_CN_standard,zh_CN_target,same_source_alternatives
Flandre,弗兰德尔,zh-CN,en,900398,超巡,维希教廷,,弗兰德尔,弗兰德尔,
Flasher,松鲷,zh-CN,en,108081,潜艇,白鹰,,松鲷,松鲷,
Fletcher,弗莱彻,zh-CN,en,101091,驱逐,白鹰,,弗莱彻,弗莱彻,
Fleuret,花剑,zh-CN,en,901051,驱逐,维希教廷,,花剑,花剑,
Foch,福煦,zh-CN,en,903011,重巡,维希教廷,,福煦,福煦,
Foch META,福煦·META,zh-CN,en,9703031,重巡,META,META,福煦·META,福煦·META,
Foch.META,福煦·META,zh-CN,en,9703031,重巡,META,META,福煦·META,福煦·META,
Foote,富特,zh-CN,en,101141,驱逐,白鹰,,富特,富特,
Forbin,福尔班,zh-CN,en,801021,驱逐,自由鸢尾,,福尔班,福尔班,
Formidable,可畏,zh-CN,en,207051,正航,皇家,,可畏,可畏,
Formidable μ,可畏(μ兵装),zh-CN,en,207141,正航,皇家,μ兵装,可畏(μ兵装),可畏(μ兵装),
Fortune,命运女神,zh-CN,en,201121,驱逐,皇家,,命运女神,命运女神,
Fortune META,命运女神·META,zh-CN,en,9701021,驱逐,META,META,命运女神·META,命运女神·META,
Fortune.META,命运女神·META,zh-CN,en,9701021,驱逐,META,META,命运女神·META,命运女神·META,
Foxhound,狐提,zh-CN,en,201111,驱逐,皇家,,狐提,狐提,
Francesco Caracciolo,弗朗西斯科·卡拉乔洛,zh-CN,en,605091,战列,撒丁帝国,,弗朗西斯科·卡拉乔洛,弗朗西斯科·卡拉乔洛,
Franklin,富兰克林,zh-CN,en,107131,正航,白鹰,,富兰克林,富兰克林,
Friedrich Carl,腓德雷卡·卡尔,zh-CN,en,403141,重巡,铁血,,腓特烈·卡尔,腓德雷卡·卡尔,腓德雷卡·卡尔 [铁血 重巡] | 腓特烈·卡尔-钢铁教会机械师 [通用 正航]
Friedrich Carl,腓特烈·卡尔-钢铁教会机械师,zh-CN,en,900427,正航,通用,,腓特烈·卡尔-钢铁教会机械师,腓特烈·卡尔-钢铁教会机械师,腓德雷卡·卡尔 [铁血 重巡] | 腓特烈·卡尔-钢铁教会机械师 [通用 正航]
Friedrich der Große,腓德雷卡大帝,zh-CN,en,499021,战列,铁血,,腓特烈大帝,腓德雷卡大帝,
Fritz Rumey,菲莉西娅·鲁梅,zh-CN,en,407041,正航,铁血,,弗里茨·鲁梅,菲莉西娅·鲁梅,
Fu Po,伏波,zh-CN,en,501091,驱逐,东煌,,伏波,伏波,
Fu Shun,抚顺,zh-CN,en,501021,驱逐,东煌,,抚顺,抚顺,
Fu shun,抚顺-勇者,zh-CN,en,900413,轻巡,通用,,抚顺-勇者,抚顺-勇者,
Fu Shun - Hero,抚顺-勇者,zh-CN,en,900413,轻巡,通用,,抚顺-勇者,抚顺-勇者,
Fubuki,桐,zh-CN,en,301011,驱逐,重樱,,吹雪,桐,桐 [重樱 驱逐] | 雪不归 [联动阵营 战列]
Fubuki,雪不归,zh-CN,en,11000051,战列,联动阵营,,雪不归,雪不归,桐 [重樱 驱逐] | 雪不归 [联动阵营 战列]
Fujinami,藤,zh-CN,en,301941,驱逐,重樱,,藤波,藤,
Fumizuki,橗,zh-CN,en,301381,驱逐,重樱,,文月,橗,
Furutaka,狼,zh-CN,en,303011,重巡,重樱,,古鹰,狼,
Fusou,魟,zh-CN,en,305011,战列,重樱,,扶桑,魟,
Fusou META,魟·META,zh-CN,en,9705011,战列,META,META,扶桑·META,魟·META,
Galatea,加拉蒂亚,zh-CN,en,202141,轻巡,皇家,,加拉蒂亚,加拉蒂亚,
Gallant,勇气,zh-CN,en,201391,驱逐,皇家,,勇气,勇气,
Gangut,甘古特,zh-CN,en,705011,战列,北方联合,,甘古特,甘古特,
Gangut META,甘古特·META,zh-CN,en,9705101,战列,META,META,甘古特·META,甘古特·META,
Gangut.META,甘古特·META,zh-CN,en,9705101,战列,META,META,甘古特·META,甘古特·META,
Ganj-i-Sawai,冈依沙瓦号,zh-CN,en,900468,风帆,飓风船团,,冈依沙瓦号,冈依沙瓦号,
Gascogne,加斯科涅,zh-CN,en,900399,战列,皇家,,加斯科涅,加斯科涅,
Gascogne μ,加斯科涅(μ兵装),zh-CN,en,905031,战列,维希教廷,μ兵装,加斯科涅(μ兵装),加斯科涅(μ兵装),
Georgia,佐治亚,zh-CN,en,199021,战列,白鹰,,佐治亚,佐治亚,
Gilded Age Mech MKI,金布里机甲1号,zh-CN,en,900424,超巡,通用,,金布里机甲1号,金布里机甲1号,
Giosuè Carducci,焦苏埃·卡尔杜齐,zh-CN,en,601111,驱逐,撒丁帝国,,焦苏埃·卡尔杜齐,焦苏埃·卡尔杜齐,
Giulio Cesare,朱利奥·凯撒,zh-CN,en,605061,战列,撒丁帝国,,朱利奥·凯撒,朱利奥·凯撒,
Giulio Cesare META,朱利奥·凯撒·META,zh-CN,en,900491,战列,META,META,朱利奥·凯撒·META,朱利奥·凯撒·META,
Giulio Cesare.META,朱利奥·凯撒·META,zh-CN,en,900491,战列,META,META,朱利奥·凯撒·META,朱利奥·凯撒·META,
Giuseppe Garibaldi,朱塞佩·加里波第,zh-CN,en,602021,轻巡,撒丁帝国,,朱塞佩·加里波第,朱塞佩·加里波第,
Glasgow,格拉斯哥,zh-CN,en,202261,轻巡,皇家,,格拉斯哥,格拉斯哥,
Glorious,光荣,zh-CN,en,207061,正航,皇家,,光荣,光荣,
Glorious META,光荣·META,zh-CN,en,9707071,正航,META,META,光荣·META,光荣·META,
Glorious.META,光荣·META,zh-CN,en,9707071,正航,META,META,光荣·META,光荣·META,
Gloucester,格罗斯特,zh-CN,en,202101,轻巡,皇家,,格罗斯特,格罗斯特,
Glowworm,萤火虫,zh-CN,en,201141,驱逐,皇家,,萤火虫,萤火虫,
Gneisenau,奥古斯塔,zh-CN,en,404021,战巡,铁血,,格奈森瑙,奥古斯塔,
Gneisenau META,奥古斯塔·META,zh-CN,en,900383,超巡,META,META,格奈森瑙·META,奥古斯塔·META,
Gneisenau.META,奥古斯塔·META,zh-CN,en,900383,超巡,META,META,格奈森瑙·META,奥古斯塔·META,
Golden Darkness,金色暗影,zh-CN,en,900476,战列,联动阵营,,金色暗影,金色暗影,
Golden Hind,金鹿号,zh-CN,en,900464,风帆,飓风船团,,金鹿号,金鹿号,
Gorizia,戈里齐亚,zh-CN,en,603061,重巡,撒丁帝国,,戈里齐亚,戈里齐亚,
Gouden Leeuw,金狮,zh-CN,en,900943,重巡,郁金王国,,金狮,金狮,
Graf Zeppelin,海拉伯爵,zh-CN,en,407011,正航,铁血,,齐柏林伯爵,海拉伯爵,
Green Heart,翡绿之心,zh-CN,en,10100081,正航,联动阵营,,翡绿之心,翡绿之心,
Gremyashchy,雷鸣,zh-CN,en,701071,驱逐,北方联合,,雷鸣,雷鸣,
Grenville,格伦维尔,zh-CN,en,201131,驱逐,皇家,,格伦维尔,格伦维尔,
Grenville META,格伦维尔·META,zh-CN,en,9701071,驱逐,META,META,格伦维尔·META,格伦维尔·META,
Grenville.META,格伦维尔·META,zh-CN,en,9701071,驱逐,META,META,格伦维尔·META,格伦维尔·META,
Gridley,格里德利,zh-CN,en,101051,驱逐,白鹰,,格里德利,格里德利,
Gromky,洪亮,zh-CN,en,701081,驱逐,北方联合,,洪亮,洪亮,
Grozny,威严,zh-CN,en,701021,驱逐,北方联合,,威严,威严,
Guam,关岛,zh-CN,en,118021,超巡,白鹰,,关岛,关岛,
Guichen,吉尚,zh-CN,en,802031,轻巡,自由鸢尾,,吉尚,吉尚,
Haguro,犰,zh-CN,en,303101,重巡,重樱,,羽黑,犰,
Hai Chi,海圻,zh-CN,en,502081,轻巡,东煌,,海圻,海圻,
Hai Chou,海筹,zh-CN,en,502121,轻巡,东煌,,海筹,海筹,
Hai Tien,海天,zh-CN,en,502071,轻巡,东煌,,海天,海天,
Hai Yung,海容,zh-CN,en,502101,轻巡,东煌,,海容,海容,
Hakuhou,䳆,zh-CN,en,307161,正航,重樱,,白凤,䳆,
Hakuryuu,鹫,zh-CN,en,399051,正航,重樱,,白龙,鹫,
Halford,哈尔福德,zh-CN,en,199051,驱逐,白鹰,,哈尔福德,哈尔福德,
Halsey Powell,哈尔西·鲍威尔,zh-CN,en,101431,驱逐,白鹰,,哈尔西·鲍威尔,哈尔西·鲍威尔,
Hamakaze,樇,zh-CN,en,301611,驱逐,重樱,,滨风,樇,
Hammann,哈曼,zh-CN,en,101251,驱逐,白鹰,,哈曼,哈曼,
Hammann II,哈曼II,zh-CN,en,101501,驱逐,白鹰,II型,哈曼II,哈曼II,
Hanazuki,榵,zh-CN,en,301821,驱逐,重樱,,花月,榵,
Harbin,滨江,zh-CN,en,599011,轻巡,东煌,,哈尔滨,滨江,
Hardy,勇敢,zh-CN,en,201161,驱逐,皇家,,勇敢,勇敢,
Haruka Amami,天海春香,zh-CN,en,10700011,轻巡,联动阵营,,天海春香,天海春香,
Haruna,鲑,zh-CN,en,304031,战巡,重樱,,榛名,鲑,
Haruna Sairenji,西连寺春菜,zh-CN,en,900477,战巡,联动阵营,,西连寺春菜,西连寺春菜,
Harutsuki,桸,zh-CN,en,301571,驱逐,重樱,,春月,桸,
Hass,莲,zh-CN,en,10800031,轻巡,联动阵营,,莲,莲,
Hatakaze,樋,zh-CN,en,301791,驱逐,重樱,,旗风,樋,
Hatakaze META,樋·META,zh-CN,en,9701031,驱逐,META,META,旗风·META,樋·META,
Hatakaze.META,樋·META,zh-CN,en,9701031,驱逐,META,META,旗风·META,樋·META,
Hatsuharu,梅,zh-CN,en,301211,驱逐,重樱,,初春,梅,
Hatsushimo,檨,zh-CN,en,301241,驱逐,重樱,,初霜,檨,
Hatsuzuki,檚,zh-CN,en,301891,驱逐,重樱,,初月,檚,
Hazelwood,黑泽伍德,zh-CN,en,101341,驱逐,白鹰,,黑泽伍德,黑泽伍德,
HDN Black Heart,圣黑之心,zh-CN,en,10100061,重巡,联动阵营,,圣黑之心,圣黑之心,
HDN Blanc,布兰,zh-CN,en,900076,驱逐,联动阵营,,布兰,布兰,
HDN Green Heart,翡绿之心,zh-CN,en,10100081,正航,联动阵营,,翡绿之心,翡绿之心,
HDN Neptune,涅普顿,zh-CN,en,10100011,轻巡,联动阵营,,涅普顿,涅普顿,
HDN Noire,诺瓦露,zh-CN,en,10100021,重巡,联动阵营,,诺瓦露,诺瓦露,
HDN Purple Heart,绀紫之心,zh-CN,en,10100051,轻巡,联动阵营,,绀紫之心,绀紫之心,
HDN Vert,贝露,zh-CN,en,900077,正航,联动阵营,,贝露,贝露,
HDN White Heart,群白之心,zh-CN,en,10100071,驱逐,联动阵营,,群白之心,群白之心,
Helena,海伦娜,zh-CN,en,102051,轻巡,白鹰,,海伦娜,海伦娜,
Helena META,海伦娜·META,zh-CN,en,9702011,轻巡,META,META,海伦娜·META,海伦娜·META,
Hermes,竞技神,zh-CN,en,206011,轻航,皇家,,竞技神,竞技神,
Hermione,赫敏,zh-CN,en,202271,轻巡,皇家,,赫敏,赫敏,
Hero,英雄,zh-CN,en,201361,驱逐,皇家,,英雄,英雄,
Herring,鲱鱼,zh-CN,en,108091,潜艇,白鹰,,鲱鱼,鲱鱼,
Hestia,赫斯缇雅,zh-CN,en,11400011,维修,联动阵营,,赫斯缇雅,赫斯缇雅,
Hibiki,栀,zh-CN,en,301101,驱逐,重樱,,响,栀,
Hiei,鲟,zh-CN,en,304021,战巡,重樱,,比叡,鲟,
Hiei META,鲟·META（前排）,zh-CN,en,900450,超巡,META,META,比叡·META（前排）,鲟·META（前排）,
Hiei-chan,小鲟,zh-CN,en,304061,战巡,重樱,,小比叡,小鲟,
Hiei.META,鲟·META（前排）,zh-CN,en,900450,超巡,META,META,比叡·META（前排）,鲟·META（前排）,
Hime,公主,zh-CN,en,10800091,运输,联动阵营,,公主,公主,
Hindenburg,希尔德加德,zh-CN,en,499091,重巡,铁血,,兴登堡,希尔德加德,
Hiryu.META,龙·META,zh-CN,en,900333,正航,META,META,飞龙·META,龙·META,
Hiryuu,龙,zh-CN,en,307041,正航,重樱,,飞龙,龙,
Hiyou,鸱,zh-CN,en,306011,轻航,重樱,,飞鹰,鸱,
Hiyou META,鸱·META,zh-CN,en,9706011,轻航,META,META,飞鹰·META,鸱·META,
HMS Abercrombie,阿贝克隆比,zh-CN,en,213041,重炮,皇家,,阿贝克隆比,阿贝克隆比,
HMS Acasta,阿卡司塔,zh-CN,en,201021,驱逐,皇家,,阿卡司塔,阿卡司塔,
HMS Achilles,阿基里斯,zh-CN,en,202021,轻巡,皇家,,阿基里斯,阿基里斯,
HMS Ajax,阿贾克斯,zh-CN,en,202031,轻巡,皇家,,阿贾克斯,阿贾克斯,
HMS Albion,阿尔比恩,zh-CN,en,206071,轻航,皇家,,阿尔比恩,阿尔比恩,
HMS Amazon,女将,zh-CN,en,201011,驱逐,皇家,,女将,女将,
HMS Ardent,热心,zh-CN,en,201031,驱逐,皇家,,热心,热心,
HMS Arethusa,阿瑞托莎,zh-CN,en,202131,轻巡,皇家,,阿瑞托莎,阿瑞托莎,
HMS Argus,百眼巨人,zh-CN,en,206021,轻航,皇家,,百眼巨人,百眼巨人,
HMS Ark Royal,皇家方舟,zh-CN,en,207021,正航,皇家,,皇家方舟,皇家方舟,
HMS Aurora,欧若拉,zh-CN,en,202151,轻巡,皇家,,欧若拉,欧若拉,
HMS Beagle,小猎兔犬,zh-CN,en,201061,驱逐,皇家,,小猎兔犬,小猎兔犬,
HMS Belfast,小贝法,zh-CN,en,202181,轻巡,皇家,,小贝法,小贝法,贝尔法斯特 [皇家 轻巡] | 小贝法 [皇家 轻巡]
HMS Belfast,贝尔法斯特,zh-CN,en,202121,轻巡,皇家,,贝尔法斯特,贝尔法斯特,贝尔法斯特 [皇家 轻巡] | 小贝法 [皇家 轻巡]
HMS Bellona,司战女神,zh-CN,en,202311,轻巡,皇家,,司战女神,司战女神,
HMS Black Prince,黑太子,zh-CN,en,202241,轻巡,皇家,,黑太子,黑太子,
HMS Bulldog,大斗犬,zh-CN,en,201071,驱逐,皇家,,大斗犬,大斗犬,
HMS Centaur,半人马,zh-CN,en,206041,轻航,皇家,,半人马,半人马,
HMS Charybdis,卡律布狄斯,zh-CN,en,202301,轻巡,皇家,,卡律布狄斯,卡律布狄斯,
HMS Chaser,追赶者,zh-CN,en,206051,轻航,皇家,,追赶者,追赶者,
HMS Cheshire,小柴郡,zh-CN,en,203101,重巡,皇家,,小柴郡,小柴郡,小柴郡 [皇家 重巡] | 柴郡 [皇家 重巡]
HMS Cheshire,柴郡,zh-CN,en,299031,重巡,皇家,,柴郡,柴郡,小柴郡 [皇家 重巡] | 柴郡 [皇家 重巡]
HMS Cleopatra,克利奥佩特拉,zh-CN,en,202351,轻巡,皇家,,克利奥佩特拉,克利奥佩特拉,
HMS Comet,彗星,zh-CN,en,201081,驱逐,皇家,,彗星,彗星,
HMS Crescent,枥,zh-CN,en,201091,驱逐,皇家,,新月,枥,
HMS Curacoa,库拉索,zh-CN,en,202211,轻巡,皇家,,库拉索,库拉索,
HMS Curlew,杓鹬,zh-CN,en,202221,轻巡,皇家,,杓鹬,杓鹬,
HMS Cygnet,小天鹅,zh-CN,en,201101,驱逐,皇家,,小天鹅,小天鹅,
HMS Devonshire,德文郡,zh-CN,en,203131,重巡,皇家,,德文郡,德文郡,
HMS Dido,黛朵,zh-CN,en,202041,轻巡,皇家,,黛朵,黛朵,黛朵 [皇家 轻巡] | 黛朵(μ兵装) [皇家 轻巡]
HMS Dido,黛朵(μ兵装),zh-CN,en,202281,轻巡,皇家,μ兵装,黛朵(μ兵装),黛朵(μ兵装),黛朵 [皇家 轻巡] | 黛朵(μ兵装) [皇家 轻巡]
HMS Dorsetshire,多塞特郡,zh-CN,en,203061,重巡,皇家,,多塞特郡,多塞特郡,
HMS Drake,德雷克,zh-CN,en,299041,重巡,皇家,,德雷克,德雷克,
HMS Duke of York,约克公爵,zh-CN,en,205071,战列,皇家,,约克公爵,约克公爵,
HMS Eagle,鹰,zh-CN,en,207011,正航,皇家,,鹰,鹰,
HMS Echo,回声,zh-CN,en,201291,驱逐,皇家,,回声,回声,
HMS Edinburgh,爱丁堡,zh-CN,en,202111,轻巡,皇家,,爱丁堡,爱丁堡,
HMS Enterprise,进取,zh-CN,en,202321,轻巡,皇家,,进取,进取,
HMS Erebus,黑暗界,zh-CN,en,213011,重炮,皇家,,黑暗界,黑暗界,
HMS Eskimo,爱斯基摩人,zh-CN,en,201321,驱逐,皇家,,爱斯基摩人,爱斯基摩人,
HMS Exeter,埃克塞特,zh-CN,en,203081,重巡,皇家,,埃克塞特,埃克塞特,
HMS Fiji,斐济,zh-CN,en,202161,轻巡,皇家,,斐济,斐济,
HMS Formidable,可畏,zh-CN,en,207051,正航,皇家,,可畏,可畏,可畏 [皇家 正航] | 小可畏 [皇家 正航] | 可畏(μ兵装) [皇家 正航]
HMS Formidable,可畏(μ兵装),zh-CN,en,207141,正航,皇家,μ兵装,可畏(μ兵装),可畏(μ兵装),可畏 [皇家 正航] | 小可畏 [皇家 正航] | 可畏(μ兵装) [皇家 正航]
HMS Formidable,小可畏,zh-CN,en,207131,正航,皇家,,小可畏,小可畏,可畏 [皇家 正航] | 小可畏 [皇家 正航] | 可畏(μ兵装) [皇家 正航]
HMS Fortune,命运女神,zh-CN,en,201121,驱逐,皇家,,命运女神,命运女神,
HMS Foxhound,狐提,zh-CN,en,201111,驱逐,皇家,,狐提,狐提,
HMS Galatea,加拉蒂亚,zh-CN,en,202141,轻巡,皇家,,加拉蒂亚,加拉蒂亚,
HMS Gallant,勇气,zh-CN,en,201391,驱逐,皇家,,勇气,勇气,
HMS Glasgow,格拉斯哥,zh-CN,en,202261,轻巡,皇家,,格拉斯哥,格拉斯哥,
HMS Glorious,光荣,zh-CN,en,207061,正航,皇家,,光荣,光荣,
HMS Gloucester,格罗斯特,zh-CN,en,202101,轻巡,皇家,,格罗斯特,格罗斯特,
HMS Glowworm,萤火虫,zh-CN,en,201141,驱逐,皇家,,萤火虫,萤火虫,
HMS Grenville,格伦维尔,zh-CN,en,201131,驱逐,皇家,,格伦维尔,格伦维尔,
HMS Hardy,勇敢,zh-CN,en,201161,驱逐,皇家,,勇敢,勇敢,
HMS Hermes,竞技神,zh-CN,en,206011,轻航,皇家,,竞技神,竞技神,
HMS Hermione,赫敏,zh-CN,en,202271,轻巡,皇家,,赫敏,赫敏,
HMS Hero,英雄,zh-CN,en,201361,驱逐,皇家,,英雄,英雄,
HMS Hood,胡德,zh-CN,en,204031,战巡,皇家,,胡德,胡德,
HMS Howe,豪,zh-CN,en,205091,战列,皇家,,豪,豪,
HMS Hunter,猎人,zh-CN,en,201201,驱逐,皇家,,猎人,猎人,
HMS Icarus,伊卡洛斯,zh-CN,en,201331,驱逐,皇家,,伊卡洛斯,伊卡洛斯,
HMS Illustrious,光辉,zh-CN,en,207031,正航,皇家,,光辉,光辉,光辉 [皇家 正航] | 小光辉 [皇家 正航] | 光辉(μ兵装) [皇家 正航]
HMS Illustrious,光辉(μ兵装),zh-CN,en,207111,正航,皇家,μ兵装,光辉(μ兵装),光辉(μ兵装),光辉 [皇家 正航] | 小光辉 [皇家 正航] | 光辉(μ兵装) [皇家 正航]
HMS Illustrious,小光辉,zh-CN,en,207091,正航,皇家,,小光辉,小光辉,光辉 [皇家 正航] | 小光辉 [皇家 正航] | 光辉(μ兵装) [皇家 正航]
HMS Implacable,怨仇,zh-CN,en,207071,正航,皇家,,怨仇,怨仇,
HMS Indomitable,不挠,zh-CN,en,207121,正航,皇家,,不挠,不挠,
HMS Jamaica,牙买加,zh-CN,en,202171,轻巡,皇家,,牙买加,牙买加,
HMS Janus,雅努斯,zh-CN,en,201351,驱逐,皇家,,雅努斯,雅努斯,
HMS Javelin,标枪,zh-CN,en,201211,驱逐,皇家,,标枪,标枪,标枪 [皇家 驱逐] | 标枪-传说级勇者 [通用 驱逐]
HMS Javelin,标枪-传说级勇者,zh-CN,en,900410,驱逐,通用,,标枪-传说级勇者,标枪-传说级勇者,标枪 [皇家 驱逐] | 标枪-传说级勇者 [通用 驱逐]
HMS Jersey,泽西,zh-CN,en,201251,驱逐,皇家,,泽西,泽西,
HMS Jervis,贾维斯,zh-CN,en,201341,驱逐,皇家,,贾维斯,贾维斯,
HMS Juno,天后,zh-CN,en,201221,驱逐,皇家,,天后,天后,
HMS Jupiter,丘比特,zh-CN,en,201241,驱逐,皇家,,丘比特,丘比特,
HMS Kent,肯特,zh-CN,en,203031,重巡,皇家,,肯特,肯特,
HMS King George V,英王乔治五世,zh-CN,en,205051,战列,皇家,,英王乔治五世,英王乔治五世,
HMS Leander,利安得,zh-CN,en,202011,轻巡,皇家,,利安得,利安得,
HMS Lion,狮,zh-CN,en,205161,战列,皇家,,狮,狮,
HMS Liverpool,利物浦,zh-CN,en,202341,轻巡,皇家,,利物浦,利物浦,利物浦 [皇家 轻巡] | 利物浦-神官 [通用 正航]
HMS Liverpool,利物浦-神官,zh-CN,en,900414,正航,通用,,利物浦-神官,利物浦-神官,利物浦 [皇家 轻巡] | 利物浦-神官 [通用 正航]
HMS London,伦敦,zh-CN,en,203011,重巡,皇家,,伦敦,伦敦,
HMS Manchester,曼彻斯特,zh-CN,en,202091,轻巡,皇家,,曼彻斯特,曼彻斯特,
HMS Matchless,无敌,zh-CN,en,201261,驱逐,皇家,,无敌,无敌,
HMS Monarch,君主,zh-CN,en,299021,战列,皇家,,君主,君主,
HMS Musketeer,火枪手,zh-CN,en,201271,驱逐,皇家,,火枪手,火枪手,
HMS Nelson,纳尔逊,zh-CN,en,205031,战列,皇家,,纳尔逊,纳尔逊,
HMS Neptune,海王星,zh-CN,en,299011,轻巡,皇家,,海王星,海王星,
HMS Newcastle,纽卡斯尔,zh-CN,en,202191,轻巡,皇家,,纽卡斯尔,纽卡斯尔,
HMS Norfolk,诺福克,zh-CN,en,203051,重巡,皇家,,诺福克,诺福克,
HMS Nubian,努比亚人,zh-CN,en,201371,驱逐,皇家,,努比亚人,努比亚人,努比亚人 [皇家 驱逐] | 努比亚人-药剂师 [通用 战巡]
HMS Nubian,努比亚人-药剂师,zh-CN,en,900416,战巡,通用,,努比亚人-药剂师,努比亚人-药剂师,努比亚人 [皇家 驱逐] | 努比亚人-药剂师 [通用 战巡]
HMS Penelope,佩内洛珀,zh-CN,en,202291,轻巡,皇家,,佩内洛珀,佩内洛珀,
HMS Perseus,英仙座,zh-CN,en,206061,轻航,皇家,,英仙座,英仙座,
HMS Plymouth,普利茅斯,zh-CN,en,299051,轻巡,皇家,,普利茅斯,普利茅斯,
HMS Prince of Wales,威尔士亲王,zh-CN,en,205061,战列,皇家,,威尔士亲王,威尔士亲王,
HMS Queen Elizabeth,伊丽莎白女王,zh-CN,en,205011,战列,皇家,,伊丽莎白女王,伊丽莎白女王,
HMS Renown,声望,zh-CN,en,204011,战巡,皇家,,声望,声望,声望 [皇家 战巡] | 小声望 [皇家 战巡]
HMS Renown,小声望,zh-CN,en,204041,战巡,皇家,,小声望,小声望,声望 [皇家 战巡] | 小声望 [皇家 战巡]
HMS Repulse,反击,zh-CN,en,204021,战巡,皇家,,反击,反击,
HMS Revenge,复仇,zh-CN,en,205111,战列,皇家,,复仇,复仇,
HMS Rodney,罗德尼,zh-CN,en,205041,战列,皇家,,罗德尼,罗德尼,
HMS Royal Oak,皇家橡树,zh-CN,en,205141,战列,皇家,,皇家橡树,皇家橡树,
HMS Scylla,斯库拉,zh-CN,en,202331,轻巡,皇家,,斯库拉,斯库拉,
HMS Sheffield,谢菲尔德,zh-CN,en,202081,轻巡,皇家,,谢菲尔德,谢菲尔德,谢菲尔德 [皇家 轻巡] | 谢菲尔德(μ兵装) [皇家 轻巡]
HMS Sheffield,谢菲尔德(μ兵装),zh-CN,en,202251,轻巡,皇家,μ兵装,谢菲尔德(μ兵装),谢菲尔德(μ兵装),谢菲尔德 [皇家 轻巡] | 谢菲尔德(μ兵装) [皇家 轻巡]
HMS Shropshire,什罗普郡,zh-CN,en,203021,重巡,皇家,,什罗普郡,什罗普郡,
HMS Sirius,天狼星,zh-CN,en,202201,轻巡,皇家,,天狼星,天狼星,
HMS Southampton,南安普顿,zh-CN,en,202071,轻巡,皇家,,南安普顿,南安普顿,
HMS Suffolk,萨福克,zh-CN,en,203041,重巡,皇家,,萨福克,萨福克,
HMS Sussex,苏塞克斯,zh-CN,en,203091,重巡,皇家,,苏塞克斯,苏塞克斯,
HMS Swiftsure,确捷,zh-CN,en,202231,轻巡,皇家,,确捷,确捷,
HMS Terror,恐怖,zh-CN,en,213021,重炮,皇家,,恐怖,恐怖,
HMS Theseus,忒修斯,zh-CN,en,206081,轻航,皇家,,忒修斯,忒修斯,
HMS Trafalgar,特拉法尔加,zh-CN,en,201381,驱逐,皇家,,特拉法尔加,特拉法尔加,
HMS Trinidad,特立尼达,zh-CN,en,202361,轻巡,皇家,,特立尼达,特立尼达,
HMS Unicorn,独角兽,zh-CN,en,206031,轻航,皇家,,独角兽,独角兽,独角兽 [皇家 轻航] | 独角兽-见习神官 [通用 轻航]
HMS Unicorn,独角兽-见习神官,zh-CN,en,900415,轻航,通用,,独角兽-见习神官,独角兽-见习神官,独角兽 [皇家 轻航] | 独角兽-见习神官 [通用 轻航]
HMS Valiant,英勇,zh-CN,en,205101,战列,皇家,,英勇,英勇,
HMS Vampire,吸血鬼,zh-CN,en,201231,驱逐,皇家,,吸血鬼,吸血鬼,
HMS Vanguard,前卫,zh-CN,en,205131,战列,皇家,,前卫,前卫,前卫 [皇家 战列] | 前卫-王国军方旗骑士 [通用 战列]
HMS Vanguard,前卫-王国军方旗骑士,zh-CN,en,900422,战列,通用,,前卫-王国军方旗骑士,前卫-王国军方旗骑士,前卫 [皇家 战列] | 前卫-王国军方旗骑士 [通用 战列]
HMS Victorious,胜利,zh-CN,en,207041,正航,皇家,,胜利,胜利,
HMS Warspite,厌战,zh-CN,en,205021,战列,皇家,,厌战,厌战,
HMS York,伊冯娜,zh-CN,en,203071,重巡,皇家,,约克,伊冯娜,
HNLMS De Zeven Provinciën,七省,zh-CN,en,900496,轻巡,郁金王国,,七省,七省,
HNLMS Evertsen,埃佛森,zh-CN,en,900497,驱逐,郁金王国,,埃佛森,埃佛森,
Hobby,霍比,zh-CN,en,101361,驱逐,白鹰,,霍比,霍比,
Homura,焰,zh-CN,en,11000031,潜艇,联动阵营,,焰,焰,
Honoka,穗香,zh-CN,en,10600021,战列,联动阵营,,穗香,穗香,
Honolulu,火奴鲁鲁,zh-CN,en,102121,轻巡,白鹰,,火奴鲁鲁,火奴鲁鲁,
Hood,胡德,zh-CN,en,204031,战巡,皇家,,胡德,胡德,
Hornet,大黄蜂,zh-CN,en,107071,正航,白鹰,,大黄蜂,大黄蜂,
Hornet II,大黄蜂II,zh-CN,en,107121,正航,白鹰,II型,大黄蜂II,大黄蜂II,
