source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
HMS Crescent,新月,zh-CN,en,201091,驱逐,皇家,
HMS Curacoa,库拉索,zh-CN,en,202211,轻巡,皇家,
HMS Curlew,杓鹬,zh-CN,en,202221,轻巡,皇家,
HMS Cygnet,小天鹅,zh-CN,en,201101,驱逐,皇家,
HMS Devonshire,德文郡,zh-CN,en,203131,重巡,皇家,
HMS Dido,黛朵,zh-CN,en,202041,轻巡,皇家,
HMS Dorsetshire,多塞特郡,zh-CN,en,203061,重巡,皇家,
HMS Drake,德雷克,zh-CN,en,299041,重巡,皇家,
HMS Duke of York,约克公爵,zh-CN,en,205071,战列,皇家,
HMS Eagle,鹰,zh-CN,en,207011,正航,皇家,
HMS Echo,回声,zh-CN,en,201291,驱逐,皇家,
HMS Edinburgh,爱丁堡,zh-CN,en,202111,轻巡,皇家,
HMS Enterprise,进取,zh-CN,en,202321,轻巡,皇家,
HMS Erebus,黑暗界,zh-CN,en,213011,重炮,皇家,
HMS Eskimo,爱斯基摩人,zh-CN,en,201321,驱逐,皇家,
HMS Exeter,埃克塞特,zh-CN,en,203081,重巡,皇家,
HMS Fiji,斐济,zh-CN,en,202161,轻巡,皇家,
HMS Formidable,可畏,zh-CN,en,207051,正航,皇家,
HMS Fortune,命运女神,zh-CN,en,201121,驱逐,皇家,
HMS Foxhound,狐提,zh-CN,en,201111,驱逐,皇家,
HMS Galatea,加拉蒂亚,zh-CN,en,202141,轻巡,皇家,
HMS Gallant,勇气,zh-CN,en,201391,驱逐,皇家,
HMS Glasgow,格拉斯哥,zh-CN,en,202261,轻巡,皇家,
HMS Glorious,光荣,zh-CN,en,207061,正航,皇家,
HMS Gloucester,格罗斯特,zh-CN,en,202101,轻巡,皇家,
HMS Glowworm,萤火虫,zh-CN,en,201141,驱逐,皇家,
HMS Grenville,格伦维尔,zh-CN,en,201131,驱逐,皇家,
HMS Hardy,勇敢,zh-CN,en,201161,驱逐,皇家,
HMS Hermes,竞技神,zh-CN,en,206011,轻航,皇家,
HMS Hermione,赫敏,zh-CN,en,202271,轻巡,皇家,
HMS Hero,英雄,zh-CN,en,201361,驱逐,皇家,
HMS Hood,胡德,zh-CN,en,204031,战巡,皇家,
HMS Howe,豪,zh-CN,en,205091,战列,皇家,
HMS Hunter,猎人,zh-CN,en,201201,驱逐,皇家,
HMS Icarus,伊卡洛斯,zh-CN,en,201331,驱逐,皇家,
HMS Illustrious,光辉,zh-CN,en,207031,正航,皇家,
HMS Implacable,怨仇,zh-CN,en,207071,正航,皇家,
HMS Indomitable,不挠,zh-CN,en,207121,正航,皇家,
HMS Jamaica,牙买加,zh-CN,en,202171,轻巡,皇家,
HMS Janus,雅努斯,zh-CN,en,201351,驱逐,皇家,
HMS Javelin,标枪,zh-CN,en,201211,驱逐,皇家,
HMS Jersey,泽西,zh-CN,en,201251,驱逐,皇家,
HMS Jervis,贾维斯,zh-CN,en,201341,驱逐,皇家,
HMS Juno,天后,zh-CN,en,201221,驱逐,皇家,
HMS Jupiter,丘比特,zh-CN,en,201241,驱逐,皇家,
HMS Kent,肯特,zh-CN,en,203031,重巡,皇家,
HMS King George V,英王乔治五世,zh-CN,en,205051,战列,皇家,
HMS Leander,利安得,zh-CN,en,202011,轻巡,皇家,
HMS Lion,狮,zh-CN,en,205161,战列,皇家,
HMS Liverpool,利物浦,zh-CN,en,202341,轻巡,皇家,
HMS London,伦敦,zh-CN,en,203011,重巡,皇家,
HMS Manchester,曼彻斯特,zh-CN,en,202091,轻巡,皇家,
HMS Matchless,无敌,zh-CN,en,201261,驱逐,皇家,
HMS Monarch,君主,zh-CN,en,299021,战列,皇家,
HMS Musketeer,火枪手,zh-CN,en,201271,驱逐,皇家,
HMS Nelson,纳尔逊,zh-CN,en,205031,战列,皇家,
HMS Neptune,海王星,zh-CN,en,299011,轻巡,皇家,
HMS Newcastle,纽卡斯尔,zh-CN,en,202191,轻巡,皇家,
HMS Norfolk,诺福克,zh-CN,en,203051,重巡,皇家,
HMS Nubian,努比亚人,zh-CN,en,201371,驱逐,皇家,
HMS Penelope,佩内洛珀,zh-CN,en,202291,轻巡,皇家,
HMS Perseus,英仙座,zh-CN,en,206061,轻航,皇家,
HMS Plymouth,普利茅斯,zh-CN,en,299051,轻巡,皇家,
HMS Prince of Wales,威尔士亲王,zh-CN,en,205061,战列,皇家,
HMS Queen Elizabeth,伊丽莎白女王,zh-CN,en,205011,战列,皇家,
HMS Renown,声望,zh-CN,en,204011,战巡,皇家,
HMS Repulse,反击,zh-CN,en,204021,战巡,皇家,
HMS Revenge,复仇,zh-CN,en,205111,战列,皇家,
HMS Rodney,罗德尼,zh-CN,en,205041,战列,皇家,
HMS Royal Oak,皇家橡树,zh-CN,en,205141,战列,皇家,
HMS Scylla,斯库拉,zh-CN,en,202331,轻巡,皇家,
HMS Sheffield,谢菲尔德,zh-CN,en,202081,轻巡,皇家,
HMS Shropshire,什罗普郡,zh-CN,en,203021,重巡,皇家,
HMS Sirius,天狼星,zh-CN,en,202201,轻巡,皇家,
HMS Southampton,南安普顿,zh-CN,en,202071,轻巡,皇家,
HMS Suffolk,萨福克,zh-CN,en,203041,重巡,皇家,
HMS Sussex,苏塞克斯,zh-CN,en,203091,重巡,皇家,
HMS Swiftsure,确捷,zh-CN,en,202231,轻巡,皇家,
HMS Terror,恐怖,zh-CN,en,213021,重炮,皇家,
HMS Theseus,忒修斯,zh-CN,en,206081,轻航,皇家,
HMS Trafalgar,特拉法尔加,zh-CN,en,201381,驱逐,皇家,
HMS Trinidad,特立尼达,zh-CN,en,202361,轻巡,皇家,
HMS Unicorn,独角兽,zh-CN,en,206031,轻航,皇家,
HMS Valiant,英勇,zh-CN,en,205101,战列,皇家,
HMS Vampire,吸血鬼,zh-CN,en,201231,驱逐,皇家,
HMS Vanguard,前卫,zh-CN,en,205131,战列,皇家,
HMS Victorious,胜利,zh-CN,en,207041,正航,皇家,
HMS Warspite,厌战,zh-CN,en,205021,战列,皇家,
HMS York,约克,zh-CN,en,203071,重巡,皇家,
HNLMS De Zeven Provinciën,七省,zh-CN,en,900496,轻巡,郁金王国,
HNLMS Evertsen,埃佛森,zh-CN,en,900497,驱逐,郁金王国,
Hobby,霍比,zh-CN,en,101361,驱逐,白鹰,
Homura,焰,zh-CN,en,11000031,潜艇,联动阵营,
Honoka,穗香,zh-CN,en,10600021,战列,联动阵营,
Honolulu,火奴鲁鲁,zh-CN,en,102121,轻巡,白鹰,
Hood,胡德,zh-CN,en,204031,战巡,皇家,
Hornet,大黄蜂,zh-CN,en,107071,正航,白鹰,
Hornet II,大黄蜂II,zh-CN,en,107121,正航,白鹰,II型
Hornet META,大黄蜂·META,zh-CN,en,9707061,正航,META,META
Hornet.META,大黄蜂·META,zh-CN,en,9707061,正航,META,META
Houshou,凤翔,zh-CN,en,306031,轻航,重樱,
Houshou META,凤翔·META,zh-CN,en,9706041,轻航,META,META
Houston,休斯敦,zh-CN,en,103051,重巡,白鹰,
Houston II,休斯敦II,zh-CN,en,102311,轻巡,白鹰,II型
Howe,豪,zh-CN,en,205091,战列,皇家,
Hu Pen,虎贲,zh-CN,en,501061,驱逐,东煌,
Huan Ch'ang,寰昌,zh-CN,en,504011,战巡,东煌,
Hunter,猎人,zh-CN,en,201201,驱逐,皇家,
Hunter META,猎人·META,zh-CN,en,9701011,驱逐,META,META
Hunter.META,猎人·META,zh-CN,en,9701011,驱逐,META,META
Hwah Jah,华甲,zh-CN,en,506021,轻航,东煌,
Hyuuga,日向,zh-CN,en,305041,战列,重樱,
Hōshō.META,凤翔·META,zh-CN,en,9706041,轻航,META,META
I-13,伊13,zh-CN,en,317011,潜母,重樱,
I-168,伊168,zh-CN,en,308061,潜艇,重樱,
I-19,伊19,zh-CN,en,308011,潜艇,重樱,
I-25,伊25,zh-CN,en,308041,潜艇,重樱,
I-26,伊26,zh-CN,en,308021,潜艇,重樱,
I-404,伊404,zh-CN,en,317021,潜母,重樱,
I-56,伊56,zh-CN,en,308051,潜艇,重樱,
I-58,伊58,zh-CN,en,308031,潜艇,重樱,
Ibuki,伊吹,zh-CN,en,399011,重巡,重樱,
Icarus,伊卡洛斯,zh-CN,en,201331,驱逐,皇家,
IJN Abukuma,阿武隈,zh-CN,en,302091,轻巡,重樱,
IJN Agano,阿贺野,zh-CN,en,302201,轻巡,重樱,
IJN Akagi,赤城,zh-CN,en,307011,正航,重樱,
IJN Akashi,明石,zh-CN,en,312011,维修,重樱,
IJN Akatsuki,晓,zh-CN,en,301091,驱逐,重樱,
IJN Amagi,天城,zh-CN,en,304051,战巡,重樱,
IJN Aoba,青叶,zh-CN,en,303031,重巡,重樱,
IJN Arashio,荒潮,zh-CN,en,301661,驱逐,重樱,
IJN Ariake,有明,zh-CN,en,301251,驱逐,重樱,
IJN Asama,浅间,zh-CN,en,303201,重巡,重樱,
IJN Asanagi,朝凪,zh-CN,en,301901,驱逐,重樱,
IJN Asashio,朝潮,zh-CN,en,301631,驱逐,重樱,
IJN Ashigara,足柄,zh-CN,en,303091,重巡,重樱,
IJN Atago,爱宕,zh-CN,en,303121,重巡,重樱,
IJN Ayanami,绫波,zh-CN,en,301051,驱逐,重樱,
IJN Ayase,绫濑,zh-CN,en,302261,轻巡,重樱,
IJN Azuma,吾妻,zh-CN,en,399041,超巡,重樱,
IJN Chikuma,筑摩,zh-CN,en,303061,重巡,重樱,
IJN Chitose,千岁,zh-CN,en,306081,轻航,重樱,
IJN Chiyoda,千代田,zh-CN,en,306091,轻航,重樱,
IJN Choukai,鸟海,zh-CN,en,303141,重巡,重樱,
IJN Daisen,大山,zh-CN,en,399071,战列,重樱,
IJN Fubuki,吹雪,zh-CN,en,301011,驱逐,重樱,
IJN Fujinami,藤波,zh-CN,en,301941,驱逐,重樱,
IJN Fumizuki,文月,zh-CN,en,301381,驱逐,重樱,
IJN Furutaka,古鹰,zh-CN,en,303011,重巡,重樱,
IJN Fusou,扶桑,zh-CN,en,305011,战列,重樱,
IJN Haguro,羽黑,zh-CN,en,303101,重巡,重樱,
IJN Hakuhou,白凤,zh-CN,en,307161,正航,重樱,
IJN Hakuryuu,白龙,zh-CN,en,399051,正航,重樱,
IJN Hamakaze,滨风,zh-CN,en,301611,驱逐,重樱,
IJN Hanazuki,花月,zh-CN,en,301821,驱逐,重樱,
IJN Haruna,榛名,zh-CN,en,304031,战巡,重樱,
IJN Harutsuki,春月,zh-CN,en,301571,驱逐,重樱,
IJN Hatakaze,旗风,zh-CN,en,301791,驱逐,重樱,
IJN Hatsuharu,初春,zh-CN,en,301211,驱逐,重樱,
IJN Hatsushimo,初霜,zh-CN,en,301241,驱逐,重樱,
IJN Hatsuzuki,初月,zh-CN,en,301891,驱逐,重樱,
IJN Hibiki,响,zh-CN,en,301101,驱逐,重樱,
IJN Hiei,比叡,zh-CN,en,304021,战巡,重樱,
IJN Hiryuu,飞龙,zh-CN,en,307041,正航,重樱,
IJN Hiyou,飞鹰,zh-CN,en,306011,轻航,重樱,
IJN Houshou,凤翔,zh-CN,en,306031,轻航,重樱,
IJN Hyūga,日向,zh-CN,en,305041,战列,重樱,
IJN I13,伊13,zh-CN,en,317011,潜母,重樱,
IJN I168,伊168,zh-CN,en,308061,潜艇,重樱,
IJN I19,伊19,zh-CN,en,308011,潜艇,重樱,
IJN I25,伊25,zh-CN,en,308041,潜艇,重樱,
IJN I26,伊26,zh-CN,en,308021,潜艇,重樱,
IJN I404,伊404,zh-CN,en,317021,潜母,重樱,
IJN I56,伊56,zh-CN,en,308051,潜艇,重樱,
IJN I58,伊58,zh-CN,en,308031,潜艇,重樱,
IJN Ibuki,伊吹,zh-CN,en,399011,重巡,重樱,
IJN Ikazuchi,雷,zh-CN,en,301111,驱逐,重樱,
IJN Inazuma,电,zh-CN,en,301121,驱逐,重樱,
IJN Ise,伊势,zh-CN,en,305031,战列,重樱,
IJN Isokaze,矶风,zh-CN,en,301601,驱逐,重樱,
IJN Isuzu,五十铃,zh-CN,en,302051,轻巡,重樱,
IJN Izumo,出云,zh-CN,en,399021,战列,重樱,
IJN Jintsū,神通,zh-CN,en,302131,轻巡,重樱,
IJN Junyou,隼鹰,zh-CN,en,306021,轻航,重樱,
IJN Kaga,加贺,zh-CN,en,305071,战列,重樱,
IJN Kagerō,阳炎,zh-CN,en,301171,驱逐,重樱,
IJN Kako,加古,zh-CN,en,303021,重巡,重樱,
IJN Kamikaze,神风,zh-CN,en,301301,驱逐,重樱,
IJN Kashino,樫野,zh-CN,en,319011,运输,重樱,
IJN Kasumi,霞.改,zh-CN,en,301534,驱逐,重樱,
IJN Katsuragi,葛城,zh-CN,en,307121,正航,重樱,
IJN Kawakaze,江风,zh-CN,en,301491,驱逐,重樱,
IJN Kazagumo,风云,zh-CN,en,301861,驱逐,重樱,
IJN Kii,纪伊,zh-CN,en,305121,战列,重樱,
IJN Kinu,鬼怒,zh-CN,en,302081,轻巡,重樱,
IJN Kinugasa,衣笠,zh-CN,en,303041,重巡,重樱,
IJN Kirishima,雾岛,zh-CN,en,304041,战巡,重樱,
IJN Kisaragi,如月,zh-CN,en,301331,驱逐,重樱,
IJN Kitakaze,北风,zh-CN,en,399031,驱逐,重樱,
IJN Kiyonami,清波,zh-CN,en,301541,驱逐,重樱,
IJN Kizu,木津,zh-CN,en,302281,轻巡,重樱,
IJN Kongō,金刚,zh-CN,en,304011,战巡,重樱,
IJN Kumano,熊野,zh-CN,en,303181,重巡,重樱,
IJN Kuroshio,黑潮,zh-CN,en,301271,驱逐,重樱,
IJN Makinami,卷波,zh-CN,en,301801,驱逐,重樱,
IJN Matsukaze,松风,zh-CN,en,301311,驱逐,重樱,
IJN Maya,摩耶,zh-CN,en,303131,重巡,重樱,
IJN Michishio,满潮,zh-CN,en,301651,驱逐,重樱,
IJN Mikasa,三笠,zh-CN,en,305111,战列,重樱,
IJN Mikazuki,三日月,zh-CN,en,301411,驱逐,重樱,
IJN Mikuma,三隈,zh-CN,en,302111,轻巡,重樱,
IJN Minase,水无濑,zh-CN,en,302271,轻巡,重樱,
IJN Minazuki,水无月,zh-CN,en,301371,驱逐,重樱,
IJN Miyuki,深雪,zh-CN,en,301041,驱逐,重樱,
IJN Mogami,最上,zh-CN,en,302101,轻巡,重樱,
IJN Musashi,武藏,zh-CN,en,305101,战列,重樱,
IJN Mutsu,陆奥,zh-CN,en,305061,战列,重樱,
IJN Mutsuki,睦月,zh-CN,en,301321,驱逐,重樱,
IJN Myoukou,妙高,zh-CN,en,303071,重巡,重樱,
IJN Nachi,那智,zh-CN,en,303081,重巡,重樱,
IJN Naganami,长波,zh-CN,en,301831,驱逐,重樱,
IJN Nagara,长良,zh-CN,en,302041,轻巡,重樱,
IJN Nagato,长门,zh-CN,en,305051,战列,重樱,
IJN Nagatsuki,长月,zh-CN,en,301391,驱逐,重樱,
IJN Naka,那珂,zh-CN,en,302141,轻巡,重樱,
IJN Natori,名取,zh-CN,en,302061,轻巡,重樱,
IJN Nayoro,名寄,zh-CN,en,302291,轻巡,重樱,
IJN Niizuki,新月,zh-CN,en,301561,驱逐,重樱,
IJN Noshiro,能代,zh-CN,en,302211,轻巡,重樱,
IJN Nowaki,野分,zh-CN,en,301201,驱逐,重樱,
IJN Oite,追风,zh-CN,en,301851,驱逐,重樱,
IJN Oumi,近江,zh-CN,en,305161,战列,重樱,
IJN Owari,尾张,zh-CN,en,305131,战列,重樱,
IJN Oyashio,亲潮,zh-CN,en,301281,驱逐,重樱,
IJN Ryuuhou,龙凤,zh-CN,en,306071,轻航,重樱,
IJN Ryuujou,龙骧,zh-CN,en,306061,轻航,重樱,
IJN Sakawa,酒匂,zh-CN,en,302231,轻巡,重樱,
IJN Sendai,川内,zh-CN,en,302121,轻巡,重樱,
IJN Shigure,时雨,zh-CN,en,301151,驱逐,重樱,
IJN Shimakaze,岛风,zh-CN,en,301291,驱逐,重樱,
IJN Shimanto,四万十,zh-CN,en,399061,轻巡,重樱,
IJN Shinano,信浓,zh-CN,en,307081,正航,重樱,
IJN Shiranui,不知火,zh-CN,en,301181,驱逐,重樱,
IJN Shiratsuyu,白露,zh-CN,en,301131,驱逐,重樱,
IJN Shirayuki,白雪,zh-CN,en,301021,驱逐,重樱,
IJN Shouhou,祥凤,zh-CN,en,306051,轻航,重樱,
IJN Shoukaku,翔鹤,zh-CN,en,307051,正航,重樱,
IJN Souryuu,苍龙,zh-CN,en,307031,正航,重樱,
IJN Suruga,骏河,zh-CN,en,305141,战列,重樱,
IJN Suzunami,凉波,zh-CN,en,301911,驱逐,重樱,
IJN Suzutsuki,凉月,zh-CN,en,301841,驱逐,重樱,
IJN Suzuya,铃谷,zh-CN,en,303171,重巡,重樱,
IJN Taekaze,妙风,zh-CN,en,301921,驱逐,重樱,
IJN Taihou,大凤,zh-CN,en,307071,正航,重樱,
IJN Taihō,小大凤,zh-CN,en,307131,正航,重樱,
IJN Takao,高雄,zh-CN,en,303111,重巡,重樱,
IJN Tanikaze,谷风,zh-CN,en,301621,驱逐,重樱,
IJN Tosa,土佐,zh-CN,en,305081,战列,重樱,
IJN Umikaze,海风,zh-CN,en,301471,驱逐,重樱,
IJN Unryū,云龙,zh-CN,en,307171,正航,重樱,
IJN Unzen,云仙,zh-CN,en,303191,重巡,重樱,
IJN Urakaze,浦风,zh-CN,en,301591,驱逐,重樱,
IJN Uranami,浦波,zh-CN,en,301721,驱逐,重樱,
IJN Uzuki,卯月,zh-CN,en,301351,驱逐,重樱,
IJN Wakaba,若叶,zh-CN,en,301231,驱逐,重樱,
IJN Wakatsuki,若月,zh-CN,en,301881,驱逐,重樱,
IJN Watarase,渡良濑,zh-CN,en,302251,轻巡,重樱,
IJN Yamakaze,山风,zh-CN,en,301481,驱逐,重樱,
IJN Yamashiro,山城,zh-CN,en,305021,战列,重樱,
IJN Yoizuki,宵月,zh-CN,en,301581,驱逐,重樱,
IJN Yukikaze,雪风,zh-CN,en,301161,驱逐,重樱,
IJN Yura,由良,zh-CN,en,302071,轻巡,重樱,
IJN Yūbari,夕张,zh-CN,en,302011,轻巡,重樱,
IJN Yūdachi,夕立,zh-CN,en,301141,驱逐,重樱,
IJN Yūgure,夕暮,zh-CN,en,301261,驱逐,重樱,
IJN Zuihō,瑞凤,zh-CN,en,306041,轻航,重樱,
IJN Zuikaku,瑞鹤,zh-CN,en,307061,正航,重樱,
IJN Ōshio,大潮,zh-CN,en,301641,驱逐,重樱,
Ikaruga,斑鸠,zh-CN,en,11000021,重巡,联动阵营,
Ikazuchi,雷,zh-CN,en,301111,驱逐,重樱,
Illustrious,光辉,zh-CN,en,207031,正航,皇家,
Illustrious μ,光辉(μ兵装),zh-CN,en,207111,正航,皇家,μ兵装
Impero,帝国,zh-CN,en,607021,正航,撒丁帝国,
Implacable,怨仇,zh-CN,en,207071,正航,皇家,
Inazuma,电,zh-CN,en,301121,驱逐,重樱,
Independence,独立,zh-CN,en,107221,轻航,白鹰,
Indiana,印第安纳,zh-CN,en,105151,战列,白鹰,
Indianapolis,印第安纳波利斯,zh-CN,en,103071,重巡,白鹰,
Indomitable,不挠,zh-CN,en,207121,正航,皇家,
Ingraham,英格拉罕,zh-CN,en,101481,驱逐,白鹰,
Intrepid,无畏,zh-CN,en,107111,正航,白鹰,
Iori Minase,水濑伊织,zh-CN,en,10700031,战列,联动阵营,
Iron Bulin,金布里机甲1号,zh-CN,en,900424,超巡,通用,
Ise,伊势,zh-CN,en,305031,战列,重樱,
Isla von Duerer,艾菈·冯·杜勒,zh-CN,en,900515,轻巡,联动阵营,
Isokaze,矶风,zh-CN,en,301601,驱逐,重樱,
Isuzu,五十铃,zh-CN,en,302051,轻巡,重樱,
Izumo,出云,zh-CN,en,399021,战列,重樱,
Jade,亚德,zh-CN,en,406031,轻航,铁血,
Jamaica,牙买加,zh-CN,en,202171,轻巡,皇家,
Janus,雅努斯,zh-CN,en,201351,驱逐,皇家,
Javelin,标枪,zh-CN,en,201211,驱逐,皇家,
Jean Bart,让·巴尔,zh-CN,en,905011,战列,维希教廷,
Jeanne d'Arc,圣女贞德,zh-CN,en,802021,轻巡,自由鸢尾,
Jenkins,杰金斯,zh-CN,en,101301,驱逐,白鹰,
Jersey,泽西,zh-CN,en,201251,驱逐,皇家,
Jervis,贾维斯,zh-CN,en,201341,驱逐,皇家,
Jintsuu,神通,zh-CN,en,302131,轻巡,重樱,
Jintsuu META,神通·META,zh-CN,en,900458,轻巡,META,META
Jintsū.META,神通·META,zh-CN,en,900458,轻巡,META,META
Joffre,霞飞-战斗天使,zh-CN,en,900423,正航,通用,
Jun'yō.META,隼鹰·META,zh-CN,en,9706021,轻航,META,META
Juneau,朱诺,zh-CN,en,102071,轻巡,白鹰,
Juno,天后,zh-CN,en,201221,驱逐,皇家,
Junyou,隼鹰,zh-CN,en,306021,轻航,重樱,
Junyou META,隼鹰·META,zh-CN,en,9706021,轻航,META,META
Jupiter,丘比特,zh-CN,en,201241,驱逐,皇家,
Kaga,加贺,zh-CN,en,307021,正航,重樱,
Kaga(BB),加贺,zh-CN,en,305071,战列,重樱,
Kagerou,阳炎,zh-CN,en,301171,驱逐,重樱,
Kaguya Yamai·Yuzuru Yamai,八舞耶俱矢·八舞夕弦,zh-CN,en,11500061,轻巡,联动阵营,
Kaguya Yamai・Yuzuru Yamai,八舞耶俱矢·八舞夕弦,zh-CN,en,11500061,轻巡,联动阵营,
Kako,加古,zh-CN,en,303021,重巡,重樱,
Kala Ideas,卡菈·伊迪亚斯,zh-CN,en,10900061,超巡,联动阵营,
Kalk,科尔克,zh-CN,en,101371,驱逐,白鹰,
Kamikaze,神风,zh-CN,en,301301,驱逐,重樱,
Kansas,堪萨斯,zh-CN,en,199061,战列,白鹰,
Karlsruhe,卡尔斯鲁厄,zh-CN,en,402021,轻巡,铁血,
Kashino,樫野,zh-CN,en,319011,运输,重樱,
Kasumi,霞,zh-CN,en,10600031,重巡,联动阵营,
Kasumi META,霞·META,zh-CN,en,900457,驱逐,META,META
Kasumi Retrofit,霞.改,zh-CN,en,301534,驱逐,重樱,
Kasumi.META,霞·META,zh-CN,en,900457,驱逐,META,META
Katsuragi,葛城,zh-CN,en,307121,正航,重樱,
Kawakaze,江风,zh-CN,en,301491,驱逐,重樱,
Kawakaze META,江风·META,zh-CN,en,9701081,驱逐,META,META
Kawakaze.META,江风·META,zh-CN,en,9701081,驱逐,META,META
Kazagumo,风云,zh-CN,en,301861,驱逐,重樱,
Kazan,喀山,zh-CN,en,705091,战列,北方联合,
Kearsarge,奇尔沙治,zh-CN,en,199041,航战,白鹰,
Kent,肯特,zh-CN,en,203031,重巡,皇家,
Kersaint,凯尔圣,zh-CN,en,901041,驱逐,维希教廷,
Kiev,基辅,zh-CN,en,701101,驱逐,北方联合,
Kii,纪伊,zh-CN,en,305121,战列,重樱,
Kimberly,金伯利,zh-CN,en,101381,驱逐,白鹰,
Kimberly META,金伯利·META,zh-CN,en,9701041,驱逐,META,META
Kimberly.META,金伯利·META,zh-CN,en,9701041,驱逐,META,META
King George V,英王乔治五世,zh-CN,en,205051,战列,皇家,
Kinu,鬼怒,zh-CN,en,302081,轻巡,重樱,
Kinugasa,衣笠,zh-CN,en,303041,重巡,重樱,
Kirishima,雾岛,zh-CN,en,304041,战巡,重樱,
Kirov,基洛夫,zh-CN,en,702041,轻巡,北方联合,
Kirov META,基洛夫·META（后排）,zh-CN,en,900537,导驱,META,META
Kirov.META,基洛夫·META（后排）,zh-CN,en,900537,导驱,META,META
Kisaragi,如月,zh-CN,en,301331,驱逐,重樱,
Kitakaze,北风,zh-CN,en,399031,驱逐,重樱,
Kiyonami,清波,zh-CN,en,301541,驱逐,重樱,
Kizu,木津,zh-CN,en,302281,轻巡,重樱,
Kizuna AI,绊爱,zh-CN,en,10400011,驱逐,联动阵营,
KizunaAI,绊爱,zh-CN,en,10400011,驱逐,联动阵营,
KizunaAI·Anniversary,绊爱·Anniversary,zh-CN,en,10400031,正航,联动阵营,
KizunaAI·Elegant,绊爱·Elegant,zh-CN,en,10400021,重巡,联动阵营,
KizunaAI·SuperGamer,绊爱·SuperGamer,zh-CN,en,10400041,战列,联动阵营,
Klaudia Valentz,科洛蒂娅·巴兰茨,zh-CN,en,10900021,轻航,联动阵营,
KMS Admiral Graf Spee,斯佩伯爵海军上将,zh-CN,en,403051,重巡,铁血,
KMS Admiral Hipper,希佩尔海军上将,zh-CN,en,403011,重巡,铁血,
KMS Admiral Zenker,曾克海军上将,zh-CN,en,404071,战巡,铁血,
KMS Alvitr,亚尔薇特,zh-CN,en,404061,战巡,铁血,
KMS August von Parseval,奥古斯特·冯·帕塞瓦尔,zh-CN,en,499061,正航,铁血,
KMS Bernd von Arnim,Z11,zh-CN,en,401111,驱逐,铁血,
KMS Bismarck,俾斯麦,zh-CN,en,405011,战列,铁血,
KMS Bismarck Zwei,俾斯麦Zwei,zh-CN,en,405051,战列,铁血,
KMS Blücher,布吕歇尔,zh-CN,en,403021,重巡,铁血,
KMS Brünhilde,布伦希尔德,zh-CN,en,404051,战巡,铁血,
KMS Deutschland,德意志,zh-CN,en,403041,重巡,铁血,
KMS Duisburg,杜伊斯堡,zh-CN,en,402111,轻巡,铁血,
KMS Elbe,易北,zh-CN,en,406021,轻航,铁血,
KMS Erich Koellner,Z13,zh-CN,en,401131,驱逐,铁血,
KMS Felix Schultz,菲利克斯·舒尔茨,zh-CN,en,499081,驱逐,铁血,
KMS Friedrich Carl,腓特烈·卡尔,zh-CN,en,403141,重巡,铁血,
KMS Friedrich der Grosse,小腓特烈,zh-CN,en,405061,战列,铁血,
KMS Friedrich der Große,腓特烈大帝,zh-CN,en,499021,战列,铁血,
KMS Friedrich Eckoldt,Z16,zh-CN,en,401161,驱逐,铁血,
KMS Fritz Rumey,弗里茨·鲁梅,zh-CN,en,407041,正航,铁血,
KMS Georg Thiele,Z2,zh-CN,en,401021,驱逐,铁血,
KMS Gneisenau,格奈森瑙,zh-CN,en,404021,战巡,铁血,
KMS Graf Zeppelin,齐柏林伯爵,zh-CN,en,407011,正航,铁血,
KMS Hans Lüdemann,Z18,zh-CN,en,401181,驱逐,铁血,
KMS Hermann Künne,Z19,zh-CN,en,401191,驱逐,铁血,
KMS Hindenburg,兴登堡,zh-CN,en,499091,重巡,铁血,
KMS Jade,亚德,zh-CN,en,406031,轻航,铁血,
KMS Karl Galster,Z20,zh-CN,en,401201,驱逐,铁血,
KMS Karlsruhe,卡尔斯鲁厄,zh-CN,en,402021,轻巡,铁血,
KMS Köln,科隆,zh-CN,en,402031,轻巡,铁血,
KMS Königsberg,柯尼斯堡,zh-CN,en,402011,轻巡,铁血,
KMS Leberecht Maass,Z1,zh-CN,en,401011,驱逐,铁血,
KMS Leipzig,莱比锡,zh-CN,en,402041,轻巡,铁血,
KMS Magdeburg,马格德堡,zh-CN,en,402061,轻巡,铁血,
KMS Mainz,美因茨,zh-CN,en,499031,轻巡,铁血,
KMS Mecklenburg,梅克伦堡,zh-CN,en,499101,战列,铁血,
KMS Nürnberg,纽伦堡,zh-CN,en,402051,轻巡,铁血,
KMS Odin,奥丁,zh-CN,en,499041,战巡,铁血,
KMS Otto von Alvensleben,奥托·冯·阿尔文斯莱本,zh-CN,en,401991,驱逐,铁血,
KMS Peter Strasser,彼得·史特拉塞,zh-CN,en,407031,正航,铁血,
KMS Prinz Adalbert,阿达尔伯特亲王,zh-CN,en,403101,重巡,铁血,
KMS Prinz Eugen,欧根亲王,zh-CN,en,403031,重巡,铁血,
KMS Prinz Heinrich,海因里希亲王,zh-CN,en,403091,重巡,铁血,
KMS Prinz Rupprecht,鲁普雷希特亲王,zh-CN,en,499071,战巡,铁血,
KMS Regensburg,雷根斯堡,zh-CN,en,402101,轻巡,铁血,
