id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
AffinityQuest.12607.1,紫槿所有技能等级提升到{1}级或以上,All Flora's skills ≥ Lv.{1},フローラのすべてのスキルレベルを{1}以上にする,플로라의 모든 스킬 {1}레벨 이상 달성,紫槿的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.12609.1,累计收集紫槿的潜能数量达到{1},Collect Flora's Potential ×{1},フローラの素質を{1}種類収集する,플로라 잠재력 수집 누적 수량 {1}개 달성,收集紫槿的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.12701.1,特丽莎完成{1}次星塔探索,Complete {1} Ascension with Teresa,テレサと星ノ塔を{1}回探索する,테레사와 별의 탑 탐색 {1}회 완료,特麗莎完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.12702.1,完成{1}次与特丽莎的邀约,Invited and hung out with Teresa {1} time,テレサと{1}回デートする,테레사와 약속 {1}회 진행,完成{1}次與特麗莎的邀約,AffinityQuest.json
AffinityQuest.12703.1,特丽莎进阶到{1}阶,Teresa reaches Tier {1},テレサをランク{1}にする,테레사 {1}승급 달성,特麗莎進階到{1}階,AffinityQuest.json
AffinityQuest.12704.1,特丽莎累计升级{1}次技能,Upgraded Teresa's skills {1} times,テレサのスキルを{1}回レベルアップする,테레사 스킬 {1}회 레벨업,特麗莎升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.12705.1,特丽莎保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Teresa,テレサを含む記録レベルが{2}以上の記録を{1}件保存する,테레사로 {1}개의 평점 레벨 {2} 기록 저장,特麗莎保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.12707.1,特丽莎所有技能等级提升到{1}级或以上,All Teresa's skills ≥ Lv.{1},テレサのすべてのスキルレベルを{1}以上にする,테레사의 모든 스킬 {1}레벨 이상 달성,特麗莎的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.12709.1,累计收集特丽莎的潜能数量达到{1},Collect Teresa's Potential ×{1},テレサの素質を{1}種類収集する,테레사 잠재력 수집 누적 수량 {1}개 달성,收集特麗莎的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13001.1,多娜完成{1}次星塔探索,Complete {1} Ascension with Donna,トーナと星ノ塔を{1}回探索する,토나와 별의 탑 탐색 {1}회 완료,多娜完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13002.1,完成{1}次与多娜的邀约,Invited and hung out with Donna {1} time,トーナと{1}回デートする,토나와 약속 {1}회 진행,完成{1}次與多娜的邀約,AffinityQuest.json
AffinityQuest.13003.1,多娜进阶到{1}阶,Donna reaches Tier {1},トーナをランク{1}にする,토나 {1}승급 달성,多娜進階到{1}階,AffinityQuest.json
AffinityQuest.13004.1,多娜累计升级{1}次技能,Upgraded Donna's skills {1} times,トーナのスキルを{1}回レベルアップする,토나 스킬 {1}회 레벨업,多娜升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13005.1,多娜保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Donna,トーナを含む記録レベルが{2}以上の記録を{1}件保存する,토나로 {1}개의 평점 레벨 {2} 기록 저장,多娜保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13007.1,多娜所有技能等级提升到{1}级或以上,All Donna's skills ≥Lv.{1},トーナのすべてのスキルレベルを{1}以上にする,토나의 모든 스킬 {1}레벨 이상 달성,多娜的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13009.1,累计收集多娜的潜能数量达到{1},Collect Donna's Potential ×{1},トーナの素質を{1}種類収集する,토나 잠재력 수집 누적 수량 {1}개 달성,收集多娜的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13201.1,密涅瓦完成{1}次星塔探索,Complete {1} Ascension with Minova,ミネルバと星ノ塔を{1}回探索する,미네르바와 별의 탑 탐색 {1}회 완료,密涅瓦完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13202.1,完成{1}次与密涅瓦的邀约,Invited and hung out with Minova {1} time,ミネルバと{1}回デートする,미네르바와 약속 {1}회 진행,完成{1}次與密涅瓦的邀約,AffinityQuest.json
AffinityQuest.13203.1,密涅瓦进阶到{1}阶,Minova reaches Tier {1},ミネルバをランク{1}にする,미네르바 {1}승급 달성,密涅瓦進階到{1}階,AffinityQuest.json
AffinityQuest.13204.1,密涅瓦累计升级{1}次技能,Upgraded Minova's skills {1} times,ミネルバのスキルを{1}回レベルアップする,미네르바 스킬 {1}회 레벨업,密涅瓦升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13205.1,密涅瓦保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Minova,ミネルバを含む記録レベルが{2}以上の記録を{1}件保存する,미네르바로 {1}개의 평점 레벨 {2} 기록 저장,密涅瓦保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13207.1,密涅瓦所有技能等级提升到{1}级或以上,All Minova's skills ≥ Lv.{1},ミネルバのすべてのスキルレベルを{1}以上にする,미네르바의 모든 스킬 {1}레벨 이상 달성,密涅瓦的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13209.1,累计收集密涅瓦的潜能数量达到{1},Collect Minova's Potential ×{1},ミネルバの素質を{1}種類収集する,미네르바 잠재력 수집 누적 수량 {1}개 달성,收集密涅瓦的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13301.1,夏花完成{1}次星塔探索,Complete {1} Ascension with Nazuka,ナツカと星ノ塔を{1}回探索する,나츠카와 별의 탑 탐색 {1}회 완료,夏花完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13302.1,完成{1}次与夏花的邀约,Invited and hung out with Nazuka {1} time,ナツカと{1}回デートする,나츠카와 약속 {1}회 진행,完成{1}次與夏花的邀約,AffinityQuest.json
AffinityQuest.13303.1,夏花进阶到{1}阶,Nazuka reaches Tier {1},ナツカをランク{1}にする,나츠카 {1}승급 달성,夏花進階到{1}階,AffinityQuest.json
AffinityQuest.13304.1,夏花累计升级{1}次技能,Upgraded Nazuka's skills {1} times,ナツカのスキルを{1}回レベルアップする,나츠카 스킬 {1}회 레벨업,夏花升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13305.1,夏花保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Nazuka,ナツカを含む記録レベルが{2}以上の記録を{1}件保存する,나츠카로 {1}개의 평점 레벨 {2} 기록 저장,夏花保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13307.1,夏花所有技能等级提升到{1}级或以上,All Nazuka's skills ≥Lv.{1},ナツカのすべてのスキルレベルを{1}以上にする,나츠카의 모든 스킬 {1}레벨 이상 달성,夏花的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13309.1,累计收集夏花的潜能数量达到{1},Collect Nazuka's Potential ×{1},ナツカの素質を{1}種類収集する,나츠카 잠재력 수집 누적 수량 {1}개 달성,收集夏花的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13401.1,冬香完成{1}次星塔探索,Complete {1} Ascension with Fuyuka,フユカと星ノ塔を{1}回探索する,후유카와 별의 탑 탐색 {1}회 완료,冬香完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13402.1,完成{1}次与冬香的邀约,Invited and hung out with Fuyuka {1} time,フユカと{1}回デートする,후유카와 약속 {1}회 진행,完成{1}次與冬香的邀約,AffinityQuest.json
AffinityQuest.13403.1,冬香进阶到{1}阶,Fuyuka reaches Tier {1},フユカをランク{1}にする,후유카 {1}승급 달성,冬香進階到{1}階,AffinityQuest.json
AffinityQuest.13404.1,冬香累计升级{1}次技能,Upgraded Fuyuka's skills {1} times,フユカのスキルを{1}回レベルアップする,후유카 스킬 {1}회 레벨업,冬香升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13405.1,冬香保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Fuyuka,フユカを含む記録レベルが{2}以上の記録を{1}件保存する,후유카로 {1}개의 평점 레벨 {2} 기록 저장,冬香保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13407.1,冬香所有技能等级提升到{1}级或以上,All Fuyuka's skills ≥Lv.{1},フユカのすべてのスキルレベルを{1}以上にする,후유카의 모든 스킬 {1}레벨 이상 달성,冬香的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13409.1,累计收集冬香的潜能数量达到{1},Collect Fuyuka's Potential ×{1},フユカの素質を{1}種類収集する,후유카 잠재력 수집 누적 수량 {1}개 달성,收集冬香的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13501.1,雾语完成{1}次星塔探索,Complete {1} Ascension with Mistique,ミスティと星ノ塔を{1}回探索する,미스티와 별의 탑 탐색 {1}회 완료,霧語完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13502.1,完成{1}次与雾语的邀约,Invited and hung out with Mistique {1} time,ミスティと{1}回デートする,미스티와 약속 {1}회 진행,完成{1}次與霧語的邀約,AffinityQuest.json
AffinityQuest.13503.1,雾语进阶到{1}阶,Mistique reaches Tier {1},ミスティをランク{1}にする,미스티 {1}승급 달성,霧語進階到{1}階,AffinityQuest.json
AffinityQuest.13504.1,雾语累计升级{1}次技能,Upgraded Mistique's skills {1} times,ミスティのスキルを{1}回レベルアップする,미스티 스킬 {1}회 레벨업,霧語升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13505.1,雾语保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Mistique,ミスティを含む記録レベルが{2}以上の記録を{1}件保存する,미스티로 {1}개의 평점 레벨 {2} 기록 저장,霧語保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13507.1,雾语所有技能等级提升到{1}级或以上,All Mistique's skills ≥ Lv.{1},ミスティのすべてのスキルレベルを{1}以上にする,미스티의 모든 스킬 {1}레벨 이상 달성,霧語的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13509.1,累计收集雾语的潜能数量达到{1},Collect Mistique's Potential ×{1},ミスティの素質を{1}種類収集する,미스티 잠재력 수집 누적 수량 {1}개 달성,收集霧語的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.13701.1,埃莉诺完成{1}次星塔探索,Complete {1} Ascension with Eleanor,エレノアと星ノ塔を{1}回探索する,엘레노어와 별의 탑 탐색 {1}회 완료,埃莉諾完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.13702.1,完成{1}次与埃莉诺的邀约,Invited and hung out with Eleanor {1} times,エレノアと{1}回デートする,엘레노어와 약속 {1}회 진행,完成{1}次與埃莉諾的邀約,AffinityQuest.json
AffinityQuest.13703.1,埃莉诺进阶到{1}阶,Eleanor reaches Tier {1},エレノアをランク{1}にする,엘레노어 {1}승급 달성,埃莉諾進階到{1}階,AffinityQuest.json
AffinityQuest.13704.1,埃莉诺累计升级{1}次技能,Upgraded Eleanor's skills {1} times,エレノアのスキルを{1}回レベルアップする,엘레노어 스킬 {1}회 레벨업,埃莉諾升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.13705.1,埃莉诺保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Eleanor,エレノアを含む記録レベルが{2}以上の記録を{1}件保存する,엘레노어로 {1}개의 평점 레벨 {2} 기록 저장,埃莉諾保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.13707.1,埃莉诺所有技能等级提升到{1}级或以上,All Eleanor's skills ≥{1},エレノアのすべてのスキルレベルを{1}以上にする,엘레노어의 모든 스킬 {1}레벨 이상 달성,埃莉諾的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.13709.1,累计收集埃莉诺的潜能数量达到{1},Collect Eleanor's Potential ×{1},エレノアの素質を{1}種類収集する,엘레노어 잠재력 수집 누적 수량 {1}개 달성,收集埃莉諾的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.14001.1,斯帕克拉完成{1}次星塔探索,Complete {1} Ascension with Sparkla,スパクルと星ノ塔を{1}回探索する,스파클과 별의 탑 탐색 {1}회 완료,斯帕克拉完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.14002.1,完成{1}次与斯帕克拉的邀约,Invited and hung out with Sparkla {1} times,スパクルと{1}回デートする,스파클과 약속 {1}회 진행,完成{1}次與斯帕克拉的邀約,AffinityQuest.json
AffinityQuest.14003.1,斯帕克拉进阶到{1}阶,Sparkla reaches Tier {1},スパクルをランク{1}にする,스파클 {1}승급 달성,斯帕克拉進階到{1}階,AffinityQuest.json
AffinityQuest.14004.1,斯帕克拉累计升级{1}次技能,Upgraded Sparkla's skills {1} times,スパクルのスキルを{1}回レベルアップする,스파클 스킬 {1}회 레벨업,斯帕克拉升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.14005.1,斯帕克拉保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Sparkla,スパクルを含む記録レベルが{2}以上の記録を{1}件保存する,스파클로 {1}개의 평점 레벨 {2} 기록 저장,斯帕克拉保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
AffinityQuest.14007.1,斯帕克拉所有技能等级提升到{1}级或以上,All of Sparkla's skills are at Lv. {1} or higher,スパクルのすべてのスキルレベルを{1}以上にする,스파클의 모든 스킬 {1}레벨 이상 달성,斯帕克拉的所有技能等級提升到{1}級或以上,AffinityQuest.json
AffinityQuest.14009.1,累计收集斯帕克拉的潜能数量达到{1},Collect Sparkla's Potential ×{1},スパクルの素質を{1}種類収集する,스파클 잠재력 수집 누적 수량 {1}개 달성,收集斯帕克拉的潛能數量累計達到{1},AffinityQuest.json
AffinityQuest.14101.1,赤霞完成{1}次星塔探索,Complete {1} Ascension with Chixia,チーシアと星ノ塔を{1}回探索する,치시아와 별의 탑 탐색 {1}회 완료,赤霞完成{1}次星塔探索,AffinityQuest.json
AffinityQuest.14102.1,完成{1}次与赤霞的邀约,Invited and hung out with Chixia {1} time,チーシアと{1}回デートする,치시아와 약속 {1}회 진행,完成{1}次與赤霞的邀約,AffinityQuest.json
AffinityQuest.14103.1,赤霞进阶到{1}阶,Chixia reaches Tier {1},チーシアをランク{1}にする,치시아 {1}승급 달성,赤霞進階到{1}階,AffinityQuest.json
AffinityQuest.14104.1,赤霞累计升级{1}次技能,Upgraded Chixia's skills {1} times,チーシアのスキルを{1}回レベルアップする,치시아 스킬 {1}회 레벨업,赤霞升級技能累計達{1}次,AffinityQuest.json
AffinityQuest.14105.1,赤霞保存{1}份评分等级达到{2}级的纪录,Save {1} Records with a Rating of {2} with Chixia,チーシアを含む記録レベルが{2}以上の記録を{1}件保存する,치시아로 {1}개의 평점 레벨 {2} 기록 저장,赤霞保存{1}份評分等級達到{2}級的紀錄,AffinityQuest.json
