source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
Erebus META,エレバス(META),ja-JP,en-US,9713011,重炮,Monitor,META,META,META,,黑暗界·META,,
Erebus.META,エレバス(META),ja-JP,en-US,9713011,重炮,Monitor,META,META,META,,黑暗界·META,,
Eskimo,エスキモー,ja-JP,en-US,201321,驱逐,Destroyer,皇家,Royal Navy,,,爱斯基摩人,,
Essex,エセックス,ja-JP,en-US,107091,正航,Aircraft Carrier,白鹰,Eagle Union,,,埃塞克斯,,
Evertsen,埃佛森,ja-JP,en-US,900497,驱逐,Destroyer,郁金王国,Kingdom of Tulipa,,,埃佛森,,
Exeter,エクセター,ja-JP,en-US,203081,重巡,Heavy Cruiser,皇家,Royal Navy,,,埃克塞特,,
Fancy,ファンシー,ja-JP,en-US,9600081,风帆,Sailing Frigate,飓风船团,Tempesta,,,幻想号,,
Fargo,ファーゴ,ja-JP,en-US,102331,轻巡,Light Cruiser,白鹰,Eagle Union,,,法戈,,
Fei Yuen,飛雲,ja-JP,en-US,501071,驱逐,Destroyer,东煌,Dragon Empery,,,飞云,,
Felix Schultz,フィリックス・シュルツ,ja-JP,en-US,499081,驱逐,Destroyer,铁血,Iron Blood,,,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
FFNF Alsace,アルザス,ja-JP,en-US,805031,战列,Battleship,自由鸢尾,Iris Libre,,,阿尔萨斯,,
FFNF Bayard,バヤール,ja-JP,en-US,899041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,贝亚德,,
FFNF Bois Belleau,ボア・ベロー,ja-JP,en-US,806011,轻航,Light Carrier,自由鸢尾,Iris Libre,,,贝劳森林,,
FFNF Brennus,ブレンヌス,ja-JP,en-US,803021,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,布伦努斯,,
FFNF Brest,ブレスト,ja-JP,en-US,899031,超巡,Large Cruiser,自由鸢尾,Iris Libre,,,布雷斯特,,
FFNF Béarn,ベアルン,ja-JP,en-US,807011,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,贝亚恩,,
FFNF Champagne,シャンパーニュ,ja-JP,en-US,899021,战列,Battleship,自由鸢尾,Iris Libre,,,香槟,,
FFNF Duguay Trouin,デュゲイ・トルーアン,ja-JP,en-US,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,迪盖·特鲁因,,
FFNF Duquesne,デュケーヌ,ja-JP,en-US,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
FFNF Forbin,フォルバン,ja-JP,en-US,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
FFNF Guichen,ギシャン,ja-JP,en-US,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,吉尚,,
FFNF Jeanne d'Arc,ジャンヌ・ダルク,ja-JP,en-US,802021,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,圣女贞德,,ジャンヌ・ダルク [自由鸢尾 轻巡] | 圣女贞德-王国军圣女 [通用 轻巡]
FFNF Jeanne d'Arc,圣女贞德-王国军圣女,ja-JP,en-US,900421,轻巡,Light Cruiser,通用,Universal,,,圣女贞德-王国军圣女,,ジャンヌ・ダルク [自由鸢尾 轻巡] | 圣女贞德-王国军圣女 [通用 轻巡]
FFNF L'Opiniâtre,ルピニャート,ja-JP,en-US,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,ルピニャート [自由鸢尾 驱逐] | 倔强-王国军二级魔法师 [通用 驱逐]
FFNF L'Opiniâtre,倔强-王国军二级魔法师,ja-JP,en-US,900418,驱逐,Destroyer,通用,Universal,,,倔强-王国军二级魔法师,,ルピニャート [自由鸢尾 驱逐] | 倔强-王国军二级魔法师 [通用 驱逐]
FFNF Le Terrible,ル・テリブル,ja-JP,en-US,801071,驱逐,Destroyer,自由鸢尾,Iris Libre,,,可怖,,
FFNF Le Triomphant,ル・トリオンファン,ja-JP,en-US,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
FFNF Le Téméraire,ル・テメレール,ja-JP,en-US,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,,鲁莽,,ル・テメレール [自由鸢尾 驱逐] | ル・テメレール(μ兵装) [自由鸢尾 驱逐] | 鲁莽-王国军二级魔法师 [通用 驱逐]
FFNF Le Téméraire,ル・テメレール(μ兵装),ja-JP,en-US,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,,鲁莽(μ兵装),,ル・テメレール [自由鸢尾 驱逐] | ル・テメレール(μ兵装) [自由鸢尾 驱逐] | 鲁莽-王国军二级魔法师 [通用 驱逐]
FFNF Le Téméraire,鲁莽-王国军二级魔法师,ja-JP,en-US,900417,驱逐,Destroyer,通用,Universal,,,鲁莽-王国军二级魔法师,,ル・テメレール [自由鸢尾 驱逐] | ル・テメレール(μ兵装) [自由鸢尾 驱逐] | 鲁莽-王国军二级魔法师 [通用 驱逐]
FFNF LeHardi,ル・アルディ,ja-JP,en-US,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,
FFNF Lyon,リヨン,ja-JP,en-US,805021,战列,Battleship,自由鸢尾,Iris Libre,,,里昂,,
FFNF Maillé Brézé,マイレ・ブレゼ,ja-JP,en-US,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,,马耶·布雷泽,,
FFNF Masséna,マッセナ,ja-JP,en-US,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,,马塞纳,,
FFNF Painlevé,パンルヴェ,ja-JP,en-US,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
FFNF Richelieu,リシュリュー,ja-JP,en-US,805011,战列,Battleship,自由鸢尾,Iris Libre,,,黎塞留,,
FFNF Saint-Louis,サン・ルイ,ja-JP,en-US,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,路易九世,,
FFNF Suffren,シュフラン,ja-JP,en-US,803011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,絮弗伦,,
FFNF Surcouf,シュルクーフ,ja-JP,en-US,808011,潜艇,Submarine,自由鸢尾,Iris Libre,,,絮库夫,,
FFNF Émile Bertin,エミール・ベルタン,ja-JP,en-US,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
Fiji,フィジー,ja-JP,en-US,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
Flandre,フランドル,ja-JP,en-US,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
Flasher,フラッシャー,ja-JP,en-US,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
Fletcher,フレッチャー,ja-JP,en-US,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
Fleuret,フルーレ,ja-JP,en-US,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,,花剑,,
Foch,フォッシュ,ja-JP,en-US,903011,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,福煦,,
Foch META,フォッシュ(META),ja-JP,en-US,9703031,重巡,Heavy Cruiser,META,META,META,,福煦·META,,
Foch.META,フォッシュ(META),ja-JP,en-US,9703031,重巡,Heavy Cruiser,META,META,META,,福煦·META,,
Foote,フート,ja-JP,en-US,101141,驱逐,Destroyer,白鹰,Eagle Union,,,富特,,
Forbin,フォルバン,ja-JP,en-US,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
Formidable,フォーミダブル,ja-JP,en-US,207051,正航,Aircraft Carrier,皇家,Royal Navy,,,可畏,,
Formidable μ,フォーミダブル(μ兵装),ja-JP,en-US,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
Fortune,フォーチュン,ja-JP,en-US,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
Fortune META,フォーチュン(META),ja-JP,en-US,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
Fortune.META,フォーチュン(META),ja-JP,en-US,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
Foxhound,フォックスハウンド,ja-JP,en-US,201111,驱逐,Destroyer,皇家,Royal Navy,,,狐提,,
Francesco Caracciolo,フランチェスコ・カラッチョロ,ja-JP,en-US,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
Franklin,フランクリン,ja-JP,en-US,107131,正航,Aircraft Carrier,白鹰,Eagle Union,,,富兰克林,,
Friedrich Carl,フリードリヒ・カール,ja-JP,en-US,403141,重巡,Heavy Cruiser,铁血,Iron Blood,,,腓特烈·卡尔,腓德雷卡·卡尔,フリードリヒ・カール [铁血 重巡] | 腓特烈·卡尔-钢铁教会机械师 [通用 正航]
Friedrich Carl,腓特烈·卡尔-钢铁教会机械师,ja-JP,en-US,900427,正航,Aircraft Carrier,通用,Universal,,,腓特烈·卡尔-钢铁教会机械师,,フリードリヒ・カール [铁血 重巡] | 腓特烈·卡尔-钢铁教会机械师 [通用 正航]
Friedrich der Große,フリードリヒ・デア・グローセ,ja-JP,en-US,499021,战列,Battleship,铁血,Iron Blood,,,腓特烈大帝,腓德雷卡大帝,
Fritz Rumey,フリッツ・ルメイ,ja-JP,en-US,407041,正航,Aircraft Carrier,铁血,Iron Blood,,,弗里茨·鲁梅,菲莉西娅·鲁梅,
Fu Po,伏波,ja-JP,en-US,501091,驱逐,Destroyer,东煌,Dragon Empery,,,伏波,,
Fu Shun,撫順,ja-JP,en-US,501021,驱逐,Destroyer,东煌,Dragon Empery,,,抚顺,,
Fu shun,抚顺-勇者,ja-JP,en-US,900413,轻巡,Light Cruiser,通用,Universal,,,抚顺-勇者,,
Fu Shun - Hero,抚顺-勇者,ja-JP,en-US,900413,轻巡,Light Cruiser,通用,Universal,,,抚顺-勇者,,
Fubuki,吹雪,ja-JP,en-US,301011,驱逐,Destroyer,重樱,Sakura Empire,,,吹雪,桐,吹雪 [重樱 驱逐] | 雪不帰 [联动阵营 战列]
Fubuki,雪不帰,ja-JP,en-US,11000051,战列,Battleship,联动阵营,Collab,,,雪不归,,吹雪 [重樱 驱逐] | 雪不帰 [联动阵营 战列]
Fujinami,藤波,ja-JP,en-US,301941,驱逐,Destroyer,重樱,Sakura Empire,,,藤波,藤,
Fumizuki,文月,ja-JP,en-US,301381,驱逐,Destroyer,重樱,Sakura Empire,,,文月,橗,
Furutaka,古鷹,ja-JP,en-US,303011,重巡,Heavy Cruiser,重樱,Sakura Empire,,,古鹰,狼,
Fusou,扶桑,ja-JP,en-US,305011,战列,Battleship,重樱,Sakura Empire,,,扶桑,魟,
Fusou META,扶桑(META),ja-JP,en-US,9705011,战列,Battleship,META,META,META,,扶桑·META,魟·META,
Galatea,ガラティア,ja-JP,en-US,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
Gallant,ギャラント,ja-JP,en-US,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
Gangut,ガングート,ja-JP,en-US,705011,战列,Battleship,北方联合,Northern Parliament,,,甘古特,,
Gangut META,ガングート(META),ja-JP,en-US,9705101,战列,Battleship,META,META,META,,甘古特·META,,
Gangut.META,ガングート(META),ja-JP,en-US,9705101,战列,Battleship,META,META,META,,甘古特·META,,
Ganj-i-Sawai,ガンズウェイ,ja-JP,en-US,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
Gascogne,ガスコーニュ,ja-JP,en-US,900399,战列,Battleship,皇家,Royal Navy,,,加斯科涅,,
Gascogne μ,ガスコーニュ(μ兵装),ja-JP,en-US,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
Georgia,ジョージア,ja-JP,en-US,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
Gilded Age Mech MKI,金布里机甲1号,ja-JP,en-US,900424,超巡,Large Cruiser,通用,Universal,,,金布里机甲1号,,
Giosuè Carducci,ジョズエ・カルドゥッチ,ja-JP,en-US,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,焦苏埃·卡尔杜齐,,
Giulio Cesare,ジュリオ・チェザーレ,ja-JP,en-US,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
Giulio Cesare META,朱利奥·凯撒·META,ja-JP,en-US,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
Giulio Cesare.META,朱利奥·凯撒·META,ja-JP,en-US,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
Giuseppe Garibaldi,ジュゼッペ・ガリバルディ,ja-JP,en-US,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
Glasgow,グラスゴー,ja-JP,en-US,202261,轻巡,Light Cruiser,皇家,Royal Navy,,,格拉斯哥,,
Glorious,グロリアス,ja-JP,en-US,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
Glorious META,グロリアス(META),ja-JP,en-US,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
Glorious.META,グロリアス(META),ja-JP,en-US,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
Gloucester,グロスター,ja-JP,en-US,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
Glowworm,グローウォーム,ja-JP,en-US,201141,驱逐,Destroyer,皇家,Royal Navy,,,萤火虫,,
Gneisenau,グナイゼナウ,ja-JP,en-US,404021,战巡,Battlecruiser,铁血,Iron Blood,,,格奈森瑙,奥古斯塔,
Gneisenau META,グナイゼナウ(META),ja-JP,en-US,900383,超巡,Large Cruiser,META,META,META,,格奈森瑙·META,奥古斯塔·META,
Gneisenau.META,グナイゼナウ(META),ja-JP,en-US,900383,超巡,Large Cruiser,META,META,META,,格奈森瑙·META,奥古斯塔·META,
Golden Darkness,金色の闇,ja-JP,en-US,900476,战列,Battleship,联动阵营,Collab,,,金色暗影,,
Golden Hind,ゴールデン・ハインド,ja-JP,en-US,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,,金鹿号,,
Gorizia,ゴリツィア,ja-JP,en-US,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
Gouden Leeuw,ハウデン・リーウ,ja-JP,en-US,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,,金狮,,
Graf Zeppelin,グラーフ・ツェッペリン,ja-JP,en-US,407011,正航,Aircraft Carrier,铁血,Iron Blood,,,齐柏林伯爵,海拉伯爵,
Green Heart,グリーンハート,ja-JP,en-US,10100081,正航,Aircraft Carrier,联动阵营,Collab,,,翡绿之心,,
Gremyashchy,グレミャーシュチ,ja-JP,en-US,701071,驱逐,Destroyer,北方联合,Northern Parliament,,,雷鸣,,
Grenville,グレンヴィル,ja-JP,en-US,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
Grenville META,グレンヴィル(META),ja-JP,en-US,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
Grenville.META,グレンヴィル(META),ja-JP,en-US,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
Gridley,グリッドレイ,ja-JP,en-US,101051,驱逐,Destroyer,白鹰,Eagle Union,,,格里德利,,
Gromky,グロームキィ,ja-JP,en-US,701081,驱逐,Destroyer,北方联合,Northern Parliament,,,洪亮,,
Grozny,グロズヌイ,ja-JP,en-US,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
Guam,グアム,ja-JP,en-US,118021,超巡,Large Cruiser,白鹰,Eagle Union,,,关岛,,
Guichen,ギシャン,ja-JP,en-US,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,吉尚,,
Haguro,羽黒,ja-JP,en-US,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,,羽黑,犰,
Hai Chi,海圻,ja-JP,en-US,502081,轻巡,Light Cruiser,东煌,Dragon Empery,,,海圻,,
Hai Chou,海籌,ja-JP,en-US,502121,轻巡,Light Cruiser,东煌,Dragon Empery,,,海筹,,
Hai Tien,海天,ja-JP,en-US,502071,轻巡,Light Cruiser,东煌,Dragon Empery,,,海天,,
Hai Yung,海容,ja-JP,en-US,502101,轻巡,Light Cruiser,东煌,Dragon Empery,,,海容,,
Hakuhou,白鳳,ja-JP,en-US,307161,正航,Aircraft Carrier,重樱,Sakura Empire,,,白凤,䳆,
Hakuryuu,白龍,ja-JP,en-US,399051,正航,Aircraft Carrier,重樱,Sakura Empire,,,白龙,鹫,
Halford,ハルフォード,ja-JP,en-US,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
Halsey Powell,ハルゼー・パウエル,ja-JP,en-US,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
Hamakaze,浜風,ja-JP,en-US,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
Hammann,ハムマン,ja-JP,en-US,101251,驱逐,Destroyer,白鹰,Eagle Union,,,哈曼,,
Hammann II,ハムマンⅡ,ja-JP,en-US,101501,驱逐,Destroyer,白鹰,Eagle Union,II型,,哈曼II,,
Hanazuki,花月,ja-JP,en-US,301821,驱逐,Destroyer,重樱,Sakura Empire,,,花月,榵,
Harbin,ハルビン,ja-JP,en-US,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
Hardy,ハーディ,ja-JP,en-US,201161,驱逐,Destroyer,皇家,Royal Navy,,,勇敢,,
Haruka Amami,天海春香,ja-JP,en-US,10700011,轻巡,Light Cruiser,联动阵营,Collab,,,天海春香,,
Haruna,榛名,ja-JP,en-US,304031,战巡,Battlecruiser,重樱,Sakura Empire,,,榛名,鲑,
Haruna Sairenji,西連寺春菜,ja-JP,en-US,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
Harutsuki,春月,ja-JP,en-US,301571,驱逐,Destroyer,重樱,Sakura Empire,,,春月,桸,
Hass,はっす,ja-JP,en-US,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
Hatakaze,旗風,ja-JP,en-US,301791,驱逐,Destroyer,重樱,Sakura Empire,,,旗风,樋,
Hatakaze META,旗風(META),ja-JP,en-US,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
Hatakaze.META,旗風(META),ja-JP,en-US,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
Hatsuharu,初春,ja-JP,en-US,301211,驱逐,Destroyer,重樱,Sakura Empire,,,初春,梅,
Hatsushimo,初霜,ja-JP,en-US,301241,驱逐,Destroyer,重樱,Sakura Empire,,,初霜,檨,
Hatsuzuki,初月,ja-JP,en-US,301891,驱逐,Destroyer,重樱,Sakura Empire,,,初月,檚,
Hazelwood,ヘイゼルウッド,ja-JP,en-US,101341,驱逐,Destroyer,白鹰,Eagle Union,,,黑泽伍德,,
HDN Black Heart,ブラックハート,ja-JP,en-US,10100061,重巡,Heavy Cruiser,联动阵营,Collab,,,圣黑之心,,
HDN Blanc,ブラン,ja-JP,en-US,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
HDN Green Heart,グリーンハート,ja-JP,en-US,10100081,正航,Aircraft Carrier,联动阵营,Collab,,,翡绿之心,,
HDN Neptune,ネプテューヌ,ja-JP,en-US,10100011,轻巡,Light Cruiser,联动阵营,Collab,,,涅普顿,,
HDN Noire,ノワール,ja-JP,en-US,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,,诺瓦露,,
HDN Purple Heart,パープルハート,ja-JP,en-US,10100051,轻巡,Light Cruiser,联动阵营,Collab,,,绀紫之心,,
HDN Vert,ベール,ja-JP,en-US,900077,正航,Aircraft Carrier,联动阵营,Collab,,,贝露,,
HDN White Heart,ホワイトハート,ja-JP,en-US,10100071,驱逐,Destroyer,联动阵营,Collab,,,群白之心,,
Helena,ヘレナ,ja-JP,en-US,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
Helena META,ヘレナ(META),ja-JP,en-US,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
Hermes,ハーミーズ,ja-JP,en-US,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
Hermione,ハーマイオニー,ja-JP,en-US,202271,轻巡,Light Cruiser,皇家,Royal Navy,,,赫敏,,
Hero,ヒーロー,ja-JP,en-US,201361,驱逐,Destroyer,皇家,Royal Navy,,,英雄,,
Herring,ヘリング,ja-JP,en-US,108091,潜艇,Submarine,白鹰,Eagle Union,,,鲱鱼,,
Hestia,ヘスティア,ja-JP,en-US,11400011,维修,Repair,联动阵营,Collab,,,赫斯缇雅,,
Hibiki,響,ja-JP,en-US,301101,驱逐,Destroyer,重樱,Sakura Empire,,,响,栀,
Hiei,比叡,ja-JP,en-US,304021,战巡,Battlecruiser,重樱,Sakura Empire,,,比叡,鲟,
Hiei META,比叡·META（前排）,ja-JP,en-US,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
Hiei-chan,比叡ちゃん,ja-JP,en-US,304061,战巡,Battlecruiser,重樱,Sakura Empire,,,小比叡,小鲟,
Hiei.META,比叡·META（前排）,ja-JP,en-US,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
Hime,ひめ,ja-JP,en-US,10800091,运输,Munition Ship,联动阵营,Collab,,,公主,,
Hindenburg,ヒンデンブルク,ja-JP,en-US,499091,重巡,Heavy Cruiser,铁血,Iron Blood,,,兴登堡,希尔德加德,
Hiryu.META,飛龍(META),ja-JP,en-US,900333,正航,Aircraft Carrier,META,META,META,,飞龙·META,龙·META,
Hiryuu,飛龍,ja-JP,en-US,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,,飞龙,龙,
Hiyou,飛鷹,ja-JP,en-US,306011,轻航,Light Carrier,重樱,Sakura Empire,,,飞鹰,鸱,
Hiyou META,飛鷹(META),ja-JP,en-US,9706011,轻航,Light Carrier,META,META,META,,飞鹰·META,鸱·META,
HMS Abercrombie,アバークロンビー,ja-JP,en-US,213041,重炮,Monitor,皇家,Royal Navy,,,阿贝克隆比,,
HMS Acasta,アカスタ,ja-JP,en-US,201021,驱逐,Destroyer,皇家,Royal Navy,,,阿卡司塔,,
HMS Achilles,アキリーズ,ja-JP,en-US,202021,轻巡,Light Cruiser,皇家,Royal Navy,,,阿基里斯,,
HMS Ajax,エイジャックス,ja-JP,en-US,202031,轻巡,Light Cruiser,皇家,Royal Navy,,,阿贾克斯,,
HMS Albion,アルビオン,ja-JP,en-US,206071,轻航,Light Carrier,皇家,Royal Navy,,,阿尔比恩,,
HMS Amazon,アマゾン,ja-JP,en-US,201011,驱逐,Destroyer,皇家,Royal Navy,,,女将,,
HMS Ardent,アーデント,ja-JP,en-US,201031,驱逐,Destroyer,皇家,Royal Navy,,,热心,,
HMS Arethusa,アリシューザ,ja-JP,en-US,202131,轻巡,Light Cruiser,皇家,Royal Navy,,,阿瑞托莎,,
HMS Argus,アーガス,ja-JP,en-US,206021,轻航,Light Carrier,皇家,Royal Navy,,,百眼巨人,,
HMS Ark Royal,アーク・ロイヤル,ja-JP,en-US,207021,正航,Aircraft Carrier,皇家,Royal Navy,,,皇家方舟,,
HMS Aurora,オーロラ,ja-JP,en-US,202151,轻巡,Light Cruiser,皇家,Royal Navy,,,欧若拉,,
HMS Beagle,ビーグル,ja-JP,en-US,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
HMS Belfast,ベルファスト,ja-JP,en-US,202121,轻巡,Light Cruiser,皇家,Royal Navy,,,贝尔法斯特,,ベルファスト [皇家 轻巡] | ベルちゃん [皇家 轻巡]
HMS Belfast,ベルちゃん,ja-JP,en-US,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,ベルファスト [皇家 轻巡] | ベルちゃん [皇家 轻巡]
HMS Bellona,ベローナ,ja-JP,en-US,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
HMS Black Prince,ブラック・プリンス,ja-JP,en-US,202241,轻巡,Light Cruiser,皇家,Royal Navy,,,黑太子,,
HMS Bulldog,ブルドッグ,ja-JP,en-US,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
HMS Centaur,セントー,ja-JP,en-US,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
HMS Charybdis,カリブディス,ja-JP,en-US,202301,轻巡,Light Cruiser,皇家,Royal Navy,,,卡律布狄斯,,
HMS Chaser,チェイサー,ja-JP,en-US,206051,轻航,Light Carrier,皇家,Royal Navy,,,追赶者,,
HMS Cheshire,リトル・チェシャー,ja-JP,en-US,203101,重巡,Heavy Cruiser,皇家,Royal Navy,,,小柴郡,,リトル・チェシャー [皇家 重巡] | チェシャー [皇家 重巡]
