source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
FFNF Duguay Trouin,뒤게 트루앵,ko-KR,en-US,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,迪盖·特鲁因,,
FFNF Duquesne,뒤켄,ko-KR,en-US,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
FFNF Forbin,포르뱅,ko-KR,en-US,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
FFNF Guichen,기샹,ko-KR,en-US,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,吉尚,,
FFNF Jeanne d'Arc,잔 다르크,ko-KR,en-US,802021,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,圣女贞德,,
FFNF L'Opiniâtre,로피니아트르,ko-KR,en-US,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
FFNF Le Terrible,르 테리블,ko-KR,en-US,801071,驱逐,Destroyer,自由鸢尾,Iris Libre,,,可怖,,
FFNF Le Triomphant,르 트리옹팡,ko-KR,en-US,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
FFNF Le Téméraire,르 테메레르,ko-KR,en-US,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,,鲁莽,,르 테메레르 [自由鸢尾 驱逐] | 르 테메레르(μ장비) [自由鸢尾 驱逐]
FFNF Le Téméraire,르 테메레르(μ장비),ko-KR,en-US,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,,鲁莽(μ兵装),,르 테메레르 [自由鸢尾 驱逐] | 르 테메레르(μ장비) [自由鸢尾 驱逐]
FFNF LeHardi,르 아르디,ko-KR,en-US,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,
FFNF Lyon,리옹,ko-KR,en-US,805021,战列,Battleship,自由鸢尾,Iris Libre,,,里昂,,
FFNF Maillé Brézé,마이예 브레제,ko-KR,en-US,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,,马耶·布雷泽,,
FFNF Masséna,마세나,ko-KR,en-US,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,,马塞纳,,
FFNF Painlevé,팽르베,ko-KR,en-US,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
FFNF Richelieu,리슐리외,ko-KR,en-US,805011,战列,Battleship,自由鸢尾,Iris Libre,,,黎塞留,,
FFNF Saint-Louis,생 루이,ko-KR,en-US,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,路易九世,,
FFNF Suffren,쉬프랑,ko-KR,en-US,803011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,絮弗伦,,
FFNF Surcouf,쉬르쿠프,ko-KR,en-US,808011,潜艇,Submarine,自由鸢尾,Iris Libre,,,絮库夫,,
FFNF Émile Bertin,에밀 베르탱,ko-KR,en-US,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
Fiji,피지,ko-KR,en-US,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
Flandre,플랑드르,ko-KR,en-US,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
Flasher,플래셔,ko-KR,en-US,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
Fletcher,플레처,ko-KR,en-US,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
Fleuret,플뢰레,ko-KR,en-US,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,,花剑,,
Foch,포슈,ko-KR,en-US,903011,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,福煦,,
Foch META,포슈·META,ko-KR,en-US,9703031,重巡,Heavy Cruiser,META,META,META,,福煦·META,,
Foch.META,포슈·META,ko-KR,en-US,9703031,重巡,Heavy Cruiser,META,META,META,,福煦·META,,
Foote,푸트,ko-KR,en-US,101141,驱逐,Destroyer,白鹰,Eagle Union,,,富特,,
Forbin,포르뱅,ko-KR,en-US,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
Formidable,포미더블,ko-KR,en-US,207051,正航,Aircraft Carrier,皇家,Royal Navy,,,可畏,,
Formidable μ,포미더블(μ장비),ko-KR,en-US,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
Fortune,포춘,ko-KR,en-US,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
Fortune META,포춘·META,ko-KR,en-US,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
Fortune.META,포춘·META,ko-KR,en-US,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
Foxhound,폭스하운드,ko-KR,en-US,201111,驱逐,Destroyer,皇家,Royal Navy,,,狐提,,
Francesco Caracciolo,프란체스코 카라치올로,ko-KR,en-US,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
Franklin,프랭클린,ko-KR,en-US,107131,正航,Aircraft Carrier,白鹰,Eagle Union,,,富兰克林,,
Friedrich Carl,프리드리히 카를,ko-KR,en-US,403141,重巡,Heavy Cruiser,铁血,Iron Blood,,,腓特烈·卡尔,腓德雷卡·卡尔,
Friedrich der Große,프리드리히 데어 그로세,ko-KR,en-US,499021,战列,Battleship,铁血,Iron Blood,,,腓特烈大帝,腓德雷卡大帝,
Fritz Rumey,프리츠 루메이,ko-KR,en-US,407041,正航,Aircraft Carrier,铁血,Iron Blood,,,弗里茨·鲁梅,菲莉西娅·鲁梅,
Fu Po,푸보,ko-KR,en-US,501091,驱逐,Destroyer,东煌,Dragon Empery,,,伏波,,
Fu Shun,푸슌,ko-KR,en-US,501021,驱逐,Destroyer,东煌,Dragon Empery,,,抚顺,,
Fubuki,후부키,ko-KR,en-US,301011,驱逐,Destroyer,重樱,Sakura Empire,,,吹雪,桐,
Fujinami,후지나미,ko-KR,en-US,301941,驱逐,Destroyer,重樱,Sakura Empire,,,藤波,藤,
Fumizuki,후미즈키,ko-KR,en-US,301381,驱逐,Destroyer,重樱,Sakura Empire,,,文月,橗,
Furutaka,후루타카,ko-KR,en-US,303011,重巡,Heavy Cruiser,重樱,Sakura Empire,,,古鹰,狼,
Fusou,후소,ko-KR,en-US,305011,战列,Battleship,重樱,Sakura Empire,,,扶桑,魟,
Fusou META,후소·META,ko-KR,en-US,9705011,战列,Battleship,META,META,META,,扶桑·META,魟·META,
Galatea,갈라테아,ko-KR,en-US,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
Gallant,갤런트,ko-KR,en-US,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
Gangut,강구트,ko-KR,en-US,705011,战列,Battleship,北方联合,Northern Parliament,,,甘古特,,
Gangut META,강구트·META,ko-KR,en-US,9705101,战列,Battleship,META,META,META,,甘古特·META,,
Gangut.META,강구트·META,ko-KR,en-US,9705101,战列,Battleship,META,META,META,,甘古特·META,,
Ganj-i-Sawai,건스웨이,ko-KR,en-US,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
Gascogne,가스코뉴,ko-KR,en-US,900399,战列,Battleship,皇家,Royal Navy,,,加斯科涅,,
Gascogne μ,가스코뉴(μ장비),ko-KR,en-US,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
Georgia,조지아,ko-KR,en-US,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
Gilded Age Mech MKI,시제형 부린 MK II 기갑 1호,ko-KR,en-US,900424,超巡,Large Cruiser,通用,Universal,,,金布里机甲1号,,
Giosuè Carducci,조수에 카르두치,ko-KR,en-US,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,焦苏埃·卡尔杜齐,,
Giulio Cesare,줄리오 체사레,ko-KR,en-US,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
Giulio Cesare META,줄리오 체사레·META,ko-KR,en-US,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
Giulio Cesare.META,줄리오 체사레·META,ko-KR,en-US,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
Giuseppe Garibaldi,주세페 가리발디,ko-KR,en-US,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
Glasgow,글래스고,ko-KR,en-US,202261,轻巡,Light Cruiser,皇家,Royal Navy,,,格拉斯哥,,
Glorious,글로리어스,ko-KR,en-US,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
Glorious META,글로리어스·META,ko-KR,en-US,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
Glorious.META,글로리어스·META,ko-KR,en-US,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
Gloucester,글로스터,ko-KR,en-US,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
Glowworm,글로우웜,ko-KR,en-US,201141,驱逐,Destroyer,皇家,Royal Navy,,,萤火虫,,
Gneisenau,그나이제나우,ko-KR,en-US,404021,战巡,Battlecruiser,铁血,Iron Blood,,,格奈森瑙,奥古斯塔,
Gneisenau META,그나이제나우·META,ko-KR,en-US,900383,超巡,Large Cruiser,META,META,META,,格奈森瑙·META,奥古斯塔·META,
Gneisenau.META,그나이제나우·META,ko-KR,en-US,900383,超巡,Large Cruiser,META,META,META,,格奈森瑙·META,奥古斯塔·META,
Golden Darkness,금빛 어둠,ko-KR,en-US,900476,战列,Battleship,联动阵营,Collab,,,金色暗影,,
Golden Hind,골든 하인드,ko-KR,en-US,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,,金鹿号,,
Gorizia,고리치아,ko-KR,en-US,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
Gouden Leeuw,하우덴 리우,ko-KR,en-US,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,,金狮,,
Graf Zeppelin,그라프 체펠린,ko-KR,en-US,407011,正航,Aircraft Carrier,铁血,Iron Blood,,,齐柏林伯爵,海拉伯爵,
Green Heart,그린 하트,ko-KR,en-US,10100081,正航,Aircraft Carrier,联动阵营,Collab,,,翡绿之心,,
Gremyashchy,그리먀시,ko-KR,en-US,701071,驱逐,Destroyer,北方联合,Northern Parliament,,,雷鸣,,
Grenville,그렌빌,ko-KR,en-US,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
Grenville META,그렌빌·META,ko-KR,en-US,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
Grenville.META,그렌빌·META,ko-KR,en-US,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
Gridley,그리들리,ko-KR,en-US,101051,驱逐,Destroyer,白鹰,Eagle Union,,,格里德利,,
Gromky,그롬키,ko-KR,en-US,701081,驱逐,Destroyer,北方联合,Northern Parliament,,,洪亮,,
Grozny,그로즈니,ko-KR,en-US,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
Guam,괌,ko-KR,en-US,118021,超巡,Large Cruiser,白鹰,Eagle Union,,,关岛,,
Guichen,기샹,ko-KR,en-US,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,吉尚,,
Haguro,하구로,ko-KR,en-US,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,,羽黑,犰,
Hai Chi,하이치,ko-KR,en-US,502081,轻巡,Light Cruiser,东煌,Dragon Empery,,,海圻,,
Hai Chou,하이처우,ko-KR,en-US,502121,轻巡,Light Cruiser,东煌,Dragon Empery,,,海筹,,
Hai Tien,하이티엔,ko-KR,en-US,502071,轻巡,Light Cruiser,东煌,Dragon Empery,,,海天,,
Hai Yung,하이롱,ko-KR,en-US,502101,轻巡,Light Cruiser,东煌,Dragon Empery,,,海容,,
Hakuhou,하쿠호,ko-KR,en-US,307161,正航,Aircraft Carrier,重樱,Sakura Empire,,,白凤,䳆,
Hakuryuu,하쿠류,ko-KR,en-US,399051,正航,Aircraft Carrier,重樱,Sakura Empire,,,白龙,鹫,
Halford,할포드,ko-KR,en-US,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
Halsey Powell,할시 파웰,ko-KR,en-US,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
Hamakaze,하마카제,ko-KR,en-US,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
Hammann,허먼,ko-KR,en-US,101251,驱逐,Destroyer,白鹰,Eagle Union,,,哈曼,,
Hammann II,허먼Ⅱ,ko-KR,en-US,101501,驱逐,Destroyer,白鹰,Eagle Union,II型,,哈曼II,,
Hanazuki,하나즈키,ko-KR,en-US,301821,驱逐,Destroyer,重樱,Sakura Empire,,,花月,榵,
Harbin,하얼빈,ko-KR,en-US,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
Hardy,하디,ko-KR,en-US,201161,驱逐,Destroyer,皇家,Royal Navy,,,勇敢,,
Haruka Amami,아마미 하루카,ko-KR,en-US,10700011,轻巡,Light Cruiser,联动阵营,Collab,,,天海春香,,
Haruna,하루나,ko-KR,en-US,304031,战巡,Battlecruiser,重樱,Sakura Empire,,,榛名,鲑,
Haruna Sairenji,사이렌지 하루나,ko-KR,en-US,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
Harutsuki,하루츠키,ko-KR,en-US,301571,驱逐,Destroyer,重樱,Sakura Empire,,,春月,桸,
Hass,핫스,ko-KR,en-US,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
Hatakaze,하타카제,ko-KR,en-US,301791,驱逐,Destroyer,重樱,Sakura Empire,,,旗风,樋,
Hatakaze META,하타카제·META,ko-KR,en-US,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
Hatakaze.META,하타카제·META,ko-KR,en-US,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
Hatsuharu,하츠하루,ko-KR,en-US,301211,驱逐,Destroyer,重樱,Sakura Empire,,,初春,梅,
Hatsushimo,하츠시모,ko-KR,en-US,301241,驱逐,Destroyer,重樱,Sakura Empire,,,初霜,檨,
Hatsuzuki,하츠즈키,ko-KR,en-US,301891,驱逐,Destroyer,重樱,Sakura Empire,,,初月,檚,
Hazelwood,헤이즐우드,ko-KR,en-US,101341,驱逐,Destroyer,白鹰,Eagle Union,,,黑泽伍德,,
HDN Black Heart,블랙 하트,ko-KR,en-US,10100061,重巡,Heavy Cruiser,联动阵营,Collab,,,圣黑之心,,
HDN Blanc,블랑,ko-KR,en-US,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
HDN Green Heart,그린 하트,ko-KR,en-US,10100081,正航,Aircraft Carrier,联动阵营,Collab,,,翡绿之心,,
HDN Neptune,넵튠,ko-KR,en-US,10100011,轻巡,Light Cruiser,联动阵营,Collab,,,涅普顿,,
HDN Noire,느와르,ko-KR,en-US,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,,诺瓦露,,
HDN Purple Heart,퍼플 하트,ko-KR,en-US,10100051,轻巡,Light Cruiser,联动阵营,Collab,,,绀紫之心,,
HDN Vert,벨,ko-KR,en-US,900077,正航,Aircraft Carrier,联动阵营,Collab,,,贝露,,
HDN White Heart,화이트 하트,ko-KR,en-US,10100071,驱逐,Destroyer,联动阵营,Collab,,,群白之心,,
Helena,헬레나,ko-KR,en-US,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
Helena META,헬레나·META,ko-KR,en-US,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
Hermes,허미즈,ko-KR,en-US,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
Hermione,허마이오니,ko-KR,en-US,202271,轻巡,Light Cruiser,皇家,Royal Navy,,,赫敏,,
Hero,히어로,ko-KR,en-US,201361,驱逐,Destroyer,皇家,Royal Navy,,,英雄,,
Herring,헤링,ko-KR,en-US,108091,潜艇,Submarine,白鹰,Eagle Union,,,鲱鱼,,
Hestia,헤스티아,ko-KR,en-US,11400011,维修,Repair,联动阵营,Collab,,,赫斯缇雅,,
Hibiki,히비키,ko-KR,en-US,301101,驱逐,Destroyer,重樱,Sakura Empire,,,响,栀,
Hiei,히에이,ko-KR,en-US,304021,战巡,Battlecruiser,重樱,Sakura Empire,,,比叡,鲟,
Hiei META,히에이·META,ko-KR,en-US,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
Hiei-chan,꼬마 히에이,ko-KR,en-US,304061,战巡,Battlecruiser,重樱,Sakura Empire,,,小比叡,小鲟,
Hiei.META,히에이·META,ko-KR,en-US,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
Hime,공주,ko-KR,en-US,10800091,运输,Munition Ship,联动阵营,Collab,,,公主,,
Hindenburg,힌덴부르크,ko-KR,en-US,499091,重巡,Heavy Cruiser,铁血,Iron Blood,,,兴登堡,希尔德加德,
Hiryu.META,히류·META,ko-KR,en-US,900333,正航,Aircraft Carrier,META,META,META,,飞龙·META,龙·META,
Hiryuu,히류,ko-KR,en-US,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,,飞龙,龙,
Hiyou,히요,ko-KR,en-US,306011,轻航,Light Carrier,重樱,Sakura Empire,,,飞鹰,鸱,
Hiyou META,히요·META,ko-KR,en-US,9706011,轻航,Light Carrier,META,META,META,,飞鹰·META,鸱·META,
HMS Abercrombie,애버크롬비,ko-KR,en-US,213041,重炮,Monitor,皇家,Royal Navy,,,阿贝克隆比,,
HMS Acasta,아카스타,ko-KR,en-US,201021,驱逐,Destroyer,皇家,Royal Navy,,,阿卡司塔,,
HMS Achilles,아킬레스,ko-KR,en-US,202021,轻巡,Light Cruiser,皇家,Royal Navy,,,阿基里斯,,
HMS Ajax,에이잭스,ko-KR,en-US,202031,轻巡,Light Cruiser,皇家,Royal Navy,,,阿贾克斯,,
HMS Albion,알비온,ko-KR,en-US,206071,轻航,Light Carrier,皇家,Royal Navy,,,阿尔比恩,,
HMS Amazon,아마존,ko-KR,en-US,201011,驱逐,Destroyer,皇家,Royal Navy,,,女将,,
HMS Ardent,아덴트,ko-KR,en-US,201031,驱逐,Destroyer,皇家,Royal Navy,,,热心,,
HMS Arethusa,아레투사,ko-KR,en-US,202131,轻巡,Light Cruiser,皇家,Royal Navy,,,阿瑞托莎,,
HMS Argus,아거스,ko-KR,en-US,206021,轻航,Light Carrier,皇家,Royal Navy,,,百眼巨人,,
HMS Ark Royal,아크 로열,ko-KR,en-US,207021,正航,Aircraft Carrier,皇家,Royal Navy,,,皇家方舟,,
HMS Aurora,오로라,ko-KR,en-US,202151,轻巡,Light Cruiser,皇家,Royal Navy,,,欧若拉,,
HMS Beagle,비글,ko-KR,en-US,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
HMS Belfast,벨파스트,ko-KR,en-US,202121,轻巡,Light Cruiser,皇家,Royal Navy,,,贝尔法斯特,,벨파스트 [皇家 轻巡] | 꼬마 벨파스트 [皇家 轻巡]
HMS Belfast,꼬마 벨파스트,ko-KR,en-US,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,벨파스트 [皇家 轻巡] | 꼬마 벨파스트 [皇家 轻巡]
HMS Bellona,벨로나,ko-KR,en-US,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
HMS Black Prince,블랙 프린스,ko-KR,en-US,202241,轻巡,Light Cruiser,皇家,Royal Navy,,,黑太子,,
HMS Bulldog,불독,ko-KR,en-US,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
HMS Centaur,센토,ko-KR,en-US,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
HMS Charybdis,카리브디스,ko-KR,en-US,202301,轻巡,Light Cruiser,皇家,Royal Navy,,,卡律布狄斯,,
HMS Chaser,체이서,ko-KR,en-US,206051,轻航,Light Carrier,皇家,Royal Navy,,,追赶者,,
HMS Cheshire,꼬마 체셔,ko-KR,en-US,203101,重巡,Heavy Cruiser,皇家,Royal Navy,,,小柴郡,,꼬마 체셔 [皇家 重巡] | 체셔 [皇家 重巡]
HMS Cheshire,체셔,ko-KR,en-US,299031,重巡,Heavy Cruiser,皇家,Royal Navy,,,柴郡,,꼬마 체셔 [皇家 重巡] | 체셔 [皇家 重巡]
HMS Cleopatra,클레오파트라,ko-KR,en-US,202351,轻巡,Light Cruiser,皇家,Royal Navy,,,克利奥佩特拉,,
HMS Comet,코멧,ko-KR,en-US,201081,驱逐,Destroyer,皇家,Royal Navy,,,彗星,,
HMS Crescent,크레센트,ko-KR,en-US,201091,驱逐,Destroyer,皇家,Royal Navy,,,新月,枥,
HMS Curacoa,퀴라소,ko-KR,en-US,202211,轻巡,Light Cruiser,皇家,Royal Navy,,,库拉索,,
HMS Curlew,컬루,ko-KR,en-US,202221,轻巡,Light Cruiser,皇家,Royal Navy,,,杓鹬,,
HMS Cygnet,시그넷,ko-KR,en-US,201101,驱逐,Destroyer,皇家,Royal Navy,,,小天鹅,,
HMS Devonshire,데본셔,ko-KR,en-US,203131,重巡,Heavy Cruiser,皇家,Royal Navy,,,德文郡,,
HMS Dido,다이도,ko-KR,en-US,202041,轻巡,Light Cruiser,皇家,Royal Navy,,,黛朵,,다이도 [皇家 轻巡] | 다이도(μ장비) [皇家 轻巡]
HMS Dido,다이도(μ장비),ko-KR,en-US,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,,黛朵(μ兵装),,다이도 [皇家 轻巡] | 다이도(μ장비) [皇家 轻巡]
HMS Dorsetshire,도셋셔,ko-KR,en-US,203061,重巡,Heavy Cruiser,皇家,Royal Navy,,,多塞特郡,,
HMS Drake,드레이크,ko-KR,en-US,299041,重巡,Heavy Cruiser,皇家,Royal Navy,,,德雷克,,
HMS Duke of York,듀크 오브 요크,ko-KR,en-US,205071,战列,Battleship,皇家,Royal Navy,,,约克公爵,,
HMS Eagle,이글,ko-KR,en-US,207011,正航,Aircraft Carrier,皇家,Royal Navy,,,鹰,,
HMS Echo,에코,ko-KR,en-US,201291,驱逐,Destroyer,皇家,Royal Navy,,,回声,,
HMS Edinburgh,에든버러,ko-KR,en-US,202111,轻巡,Light Cruiser,皇家,Royal Navy,,,爱丁堡,,
HMS Enterprise,엔터프라이즈,ko-KR,en-US,202321,轻巡,Light Cruiser,皇家,Royal Navy,,,进取,,
HMS Erebus,에레버스,ko-KR,en-US,213011,重炮,Monitor,皇家,Royal Navy,,,黑暗界,,
HMS Eskimo,에스키모,ko-KR,en-US,201321,驱逐,Destroyer,皇家,Royal Navy,,,爱斯基摩人,,
HMS Exeter,엑세터,ko-KR,en-US,203081,重巡,Heavy Cruiser,皇家,Royal Navy,,,埃克塞特,,
HMS Fiji,피지,ko-KR,en-US,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
HMS Formidable,포미더블,ko-KR,en-US,207051,正航,Aircraft Carrier,皇家,Royal Navy,,,可畏,,포미더블 [皇家 正航] | 꼬마 포미더블 [皇家 正航] | 포미더블(μ장비) [皇家 正航]
HMS Formidable,꼬마 포미더블,ko-KR,en-US,207131,正航,Aircraft Carrier,皇家,Royal Navy,,,小可畏,,포미더블 [皇家 正航] | 꼬마 포미더블 [皇家 正航] | 포미더블(μ장비) [皇家 正航]
HMS Formidable,포미더블(μ장비),ko-KR,en-US,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,포미더블 [皇家 正航] | 꼬마 포미더블 [皇家 正航] | 포미더블(μ장비) [皇家 正航]
HMS Fortune,포춘,ko-KR,en-US,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
HMS Foxhound,폭스하운드,ko-KR,en-US,201111,驱逐,Destroyer,皇家,Royal Navy,,,狐提,,
HMS Galatea,갈라테아,ko-KR,en-US,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
HMS Gallant,갤런트,ko-KR,en-US,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
HMS Glasgow,글래스고,ko-KR,en-US,202261,轻巡,Light Cruiser,皇家,Royal Navy,,,格拉斯哥,,
HMS Glorious,글로리어스,ko-KR,en-US,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
HMS Gloucester,글로스터,ko-KR,en-US,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
HMS Glowworm,글로우웜,ko-KR,en-US,201141,驱逐,Destroyer,皇家,Royal Navy,,,萤火虫,,
HMS Grenville,그렌빌,ko-KR,en-US,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
HMS Hardy,하디,ko-KR,en-US,201161,驱逐,Destroyer,皇家,Royal Navy,,,勇敢,,
HMS Hermes,허미즈,ko-KR,en-US,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
HMS Hermione,허마이오니,ko-KR,en-US,202271,轻巡,Light Cruiser,皇家,Royal Navy,,,赫敏,,
HMS Hero,히어로,ko-KR,en-US,201361,驱逐,Destroyer,皇家,Royal Navy,,,英雄,,
HMS Hood,후드,ko-KR,en-US,204031,战巡,Battlecruiser,皇家,Royal Navy,,,胡德,,
HMS Howe,하우,ko-KR,en-US,205091,战列,Battleship,皇家,Royal Navy,,,豪,,
HMS Hunter,헌터,ko-KR,en-US,201201,驱逐,Destroyer,皇家,Royal Navy,,,猎人,,
HMS Icarus,이카로스,ko-KR,en-US,201331,驱逐,Destroyer,皇家,Royal Navy,,,伊卡洛斯,,
HMS Illustrious,일러스트리어스,ko-KR,en-US,207031,正航,Aircraft Carrier,皇家,Royal Navy,,,光辉,,일러스트리어스 [皇家 正航] | 꼬마 일러스트리어스 [皇家 正航] | 일러스트리어스(μ장비) [皇家 正航]
HMS Illustrious,꼬마 일러스트리어스,ko-KR,en-US,207091,正航,Aircraft Carrier,皇家,Royal Navy,,,小光辉,,일러스트리어스 [皇家 正航] | 꼬마 일러스트리어스 [皇家 正航] | 일러스트리어스(μ장비) [皇家 正航]
